lipid,transition,type,1A,2A,3A,4A,5A,1B,2B,3B,4B,1C,2C,3C,4C,5C,1D,2D,3D,4D,5D,1E,2E,3E,4E,5E,SolventBlank
Lyso_PC(21:0),566.4107 -> 184.1,PC,107394.247070354,89408.44744872,64901.963806109,111263.369049084,91623.026825026,100022.625518893,73671.183349631,99369.605560312,106140.607543947,107603.928825321,94542.626922628,72269.306304853,73777.086395339,74772.665038994,97965.648528947,97032.445434569,76737.683654779,71706.664901704,87180.964141796,71479.486602793,89280.326507532,71988.345306402,68849.18508916,68430.584411564,33173.622375503
Lyso_PC(21:4),558.3481 -> 184.1,PC,117900.369781399,130447.987152112,83811.424056981,175202.034439093,132339.568191519,142745.945617681,132831.910095163,132363.967498797,152063.130737276,147323.914337107,119847.270263559,81585.066314748,90332.806640585,86072.186996515,110984.646942126,173149.790374741,100249.845123244,88926.32557674,106859.188690195,96652.285995443,106911.485778853,112606.309478729,78150.725753799,81509.586090063,30228.262390163
Lyso_PC(22:0),580.4264 -> 184.1,PC,34721.362487789,41371.542907708,29627.822021478,49643.26348873,40411.362670897,45435.422973643,39035.183212253,35380.081802381,48619.483581542,43963.323608423,33838.202224733,30307.141937262,31087.962249745,32558.122528077,31891.362121585,50919.804534893,30321.742568978,35990.342330928,31910.462829587,32581.362564082,41721.903045655,36367.542266845,31794.842391971,29929.321960445,25483.141510009
Lyso_PC(22:1),578.4107 -> 184.1,PC,38663.703018171,41405.762512248,33503.142532347,49683.483764664,40453.16250611,44600.822357149,37802.982788076,35439.582855229,47488.963226308,48611.603851357,36956.722930854,28800.382171643,33433.802612302,32571.642684944,33768.701873783,48276.343612653,33702.262542724,37265.562408454,31698.42224122,34685.082489013,41151.743225137,34376.902542112,30762.86209107,30218.222442626,25247.801605217
Lyso_PC(22:2),576.3951 -> 184.1,PC,36711.2223129306,42904.543273887,33837.26205444,55028.443267768,41874.642837524,46124.622405971,39388.102554337,36871.4428634643,51983.764465344,46573.042694085,40630.102584867,27675.981880193,35992.603179937,38281.403259305,37733.462615981,54077.942886352,34071.082214355,36765.002609259,33526.022140506,36591.50199891,39277.562957765,34997.562683078,33120.08241272,30864.822753897,24154.202011104
Lyso_PC(22:4),572.3638 -> 184.1,PC,77344.187805252,66154.88391119,47658.223205575,93993.084411568,62961.044860807,71755.506957971,54187.46514894,80689.04400632,80623.484451293,69867.725357145,71790.50289916,51663.484436049,53035.264739987,47193.143554689,78414.683776922,59229.803924559,55197.684844917,46652.322982786,65057.083953858,57449.923553563,60500.343505887,50118.864654503,48054.243270797,52601.463241605,31602.562271156
Lyso_PC(22:5),570.3481 -> 184.1,PC,78605.704864525,61455.764663677,49612.683654789,91795.946868871,65768.885376064,70594.243591276,52471.963768023,81212.288207982,77409.685638396,69084.165405226,75085.30447381,52793.583709734,49978.884033237,45107.482620278,77217.0855712399,61521.184280319,56902.404144239,49305.223968454004,59634.584579447,53838.083892839,61591.604247989,49506.524597204,47841.363937379,47579.404571496,31262.662002599
Lyso_PC(22:6),568.3325 -> 184.1,PC,78663.184890773,68793.565200811,50516.544799822,97798.04861456,65508.825210525,78176.506744304,56533.963790905,80378.086425737,85185.226470915,75173.265228214,78641.124008165,56539.864532474,54718.503158539,52311.543579068,75640.165466334,67438.48567203,60196.664413403,56106.863006559,66032.364059429,66686.464935269,65697.365051302,54350.142700192,47579.242904692,51414.683898848,24194.641693115
Lyso_PC(24:0),608.4577 -> 184.1,PC,51822.724029562,65926.625366176,63955.80361937,106727.42718506,81641.525024376,69559.285919281,56701.523788477,53689.583404545,83021.98625177,46500.982391393,41297.762756381,33305.662658682,38481.64300537,37038.722381589,36526.582672123,49860.163909909,41375.163009662,40272.50280762,34714.622161871,35450.702270503,39054.223602257,41908.682403616,42261.44271848,34093.762451178,32484.962066629
Lyso_PC(24:1),606.442 -> 184.1,PC,47549.423904381,65075.344482349,59947.243011557,94069.087005679,74865.246185278,67064.384490919,55317.563476559,49937.743286101,87157.264831555,45533.423797608,39231.122497547,34738.621856673,41123.142730686,38700.702331575,34281.642013552,48260.823333699,41798.462860166,45527.963134742,36052.362564093,35696.142364498,42349.522827154,41360.903564461,39912.622955368,33951.842498773,30604.182128914
Lyso_PC(3:0),314.129 -> 184.1,PC,13821.720977785,13990.561096192,12681.12082672,13118.060844419,12505.7007827747,13812.780853274,12923.980895997,10902.3807525607,13480.3810577292,14254.021095279,13470.520950315,13203.0209045517,13620.460937498,12870.5608901931,12708.760940544,13335.7408828665,13169.8808059703,14671.661079407,12902.100967411,15846.021179199,14471.44111633,15967.261138912,13292.741088867,13122.540924067,13487.5608062671
Lyso_PC(3:1),312.1134 -> 184.1,PC,12851.400810241,11081.6408233728,12273.6808624321,12977.100784303,13819.8410110486,13428.6609268209,12521.0609130895,12575.22077942,11682.500854491,13553.3609619197,11364.0208053603,12706.500831605,12644.5808639515,12526.7608795206,12817.6808319159,11406.9208374026,11506.0006637591,13888.780975345,13094.0209808305,13719.121017459,14794.961013793,14535.701080323,12739.720932006,14310.640960696,13673.780998224
Lyso_PC(4:0),328.1447 -> 184.1,PC,14929.821136471,16537.340995788,23461.981689451,22351.141937258,17295.301162724,15755.901031488,18531.341339115,15520.021286014,18626.221405038,16466.98109436,18703.901382445,15410.20103455,21855.461547852,15912.921051024,16506.741195678,17286.641189564,16439.241180417,19755.941192623,15215.741043086,24647.381629957,18234.941436779,78755.865631165,18519.021377569,24207.88200378,18090.301475525
Lyso_PC(5:0),342.1603 -> 184.1,PC,26295.3216247546,26389.641967779,24180.701522831,28713.881652833,22320.381713868,30792.582290649,25733.421829222,20270.881271368,25503.401763924,24268.101867675,30514.441940313,25067.161895744,26956.222137444,25640.621688851,29515.202423097,26918.981582637,21548.181289669,21951.821502692,28566.122055047,31511.122802737,34542.262664794,32930.102203359,23463.101898185,32566.461715669,18489.661392204
Lyso_PC(6:0),356.176 -> 184.1,PC,20347.181274406,19211.141387939,18326.221481328,18197.341369627,18384.001083371,17304.561294562,18266.381210316,17829.901367192,21358.701400768,17925.801284789,18425.661376963,18384.421226498,20510.461578377,17234.541244504,17225.761306763,20613.081329339,17946.461044303,19848.841552739,17264.201263431,19556.201507564,20217.281463628,17080.30134583,16588.381118776,16723.541046149,15819.001022338
Lyso_PC(7:0),370.1916 -> 184.1,PC,17740.581039427,17592.561202999,17185.821243281,18994.04154205,19057.041366579,18792.521545416,18069.581359861,17590.721405021,18965.601181027,18213.6412887611,16977.9813385025,17093.5412216259,17080.241256711,15200.101058952,15349.881103512,18349.141281129,16216.941345212,18776.381347648,15477.0010223446,17327.12106323,17590.641113276,16438.121078491,14986.200996405,20346.6414337108,15547.501281749
Lyso_PC(8:0),384.2073 -> 184.1,PC,19585.161300657,21014.861602785,17686.721237188,23062.761795046,17617.821243294,18845.001449593,16810.081115722,18130.921157837,21773.801376339,18249.88125611,19115.761123659,17491.241180429,15193.481048584,18954.461212161,16410.961273193,19162.661361706,16024.681152346,17535.481491092,17300.201232902,18777.5411682116,22224.421646121,18169.441329952,15349.441070552,16743.301147457,16722.381149282
Lyso_PC(9:0),398.2229 -> 184.1,PC,23100.601745611,25081.541694629,23817.901748666,27806.102401744,23788.081420904,25331.921875004,27909.6018142637,25975.461502072,26836.582092288,28690.301971448,20571.661483759,25039.961807248,22236.5812225322,22759.101638798,24630.461761459,26225.561569212,21350.961608896,23095.701492304,20913.421264641,25583.502044665,23229.24176026,21712.601516716,20606.901443471,21104.88165283,15668.7211761515
Lyso_Sphinganine-1-phosphocholine,467.3536 -> 184.1,SM,31692.942199695,35940.322448739,32536.602203363,41483.962646478,36819.50265503,37550.222351076,36569.662780777,34570.162292475,44165.142547604,37222.38211059,34575.802612306,36155.942657469,32780.082458496,34384.602508549,32540.062530506,39229.782501214,31518.502136223,35545.542144771,33357.06237793,33720.502410876,38804.422668459,38639.902709961,32830.562561038,31170.922302247,32009.962158194
Lyso_Sphingosine-1-phosphocholine,465.3379 -> 184.1,SM,34974.662506084,38757.842529286,36351.782257078,44015.943115245,39689.282714854,36815.102386462,38710.34262085,35723.942321763,41931.782928471,39853.282409648,37489.162933355,40254.742767324,34519.282073966,37384.082397482,32930.662109388,39693.742736832,33189.902374274,38004.102508546,32941.68261717,35055.282562248,40936.283020055,39522.922912597,33836.582366952,32765.46249389,31261.962280271
PC (30:0),706.5 -> 184.1,PC,2040553.43261714,1973763.86779789,1634089.20263676,2148668.61322022,2868268.70104968,2585075.24243167,2138715.40136711,1839416.65069577,2236071.42425526,3096519.49713146,1782874.6853638,1987200.15435783,2272032.46551513,2600535.55126955,2024768.17163089,3088353.84533683,1902889.37384035,2039766.03125001,2465543.01214604,2337893.55346682,2369372.95629886,1816655.68023688,2024902.6252442,1897794.81799313,74977.105102509
PC (30:1),704.5 -> 184.1,PC,2012379.1207276,2039045.81152347,1622098.80529781,2105331.15075685,2887354.05596916,2442264.45153808,2127665.07293693,1749798.13293462,2118601.09033197,3208268.75848389,1760264.4243775,1844818.33850099,2195998.54397588,2488382.288269,2069321.93621817,3085898.19757085,1935297.49743663,1953677.0868531,2151608.84436043,2307779.33319088,2357930.49108886,1698035.61834723,2085464.86004639,1877938.01892081,79544.426208428
PC (30:2),702.5 -> 184.1,PC,1995979.16650393,1965619.81304929,1617298.22747791,2119648.97521981,2916458.96484374,2566417.36706535,2170422.79608148,1850915.82421872,2226061.83398435,3085874.89245609,1690529.34094234,1890090.75280773,2285043.89770493,2547514.08813478,2104126.87731927,3166098.51647937,1883463.78674315,2055064.71563717,2258333.9782714,2345749.77911378,2273616.24554437,1730369.45507811,2141175.72778328,1964241.28143311,76728.566589298
PC (32:0),734.6 -> 184.1,PC,1259701.26354987,1391054.76385505,1206284.61181644,1548429.96014395,1983027.30096432,1674121.96246337,1534494.94799798,1337088.76354982,1587209.00451678,2136785.59643547,1269269.77960207,1488993.19049068,1563546.53491219,1943418.50939937,1362048.41693109,2203578.40417478,1279142.83660894,1470283.72222893,1584307.58990483,1442726.94708253,1676809.5542603,1221113.88134772,1446085.04034421,1341718.56213369,83348.705596899
PC (32:1),732.6 -> 184.1,PC,1057600.52825931,1085338.81549074,949500.589233373,1259754.59753416,1530264.29638672,1402258.56842049,1304411.83340445,1145232.63879394,1279887.54150386,1746895.25598137,1044733.80731206,1060459.91046148,1346360.6676026,1450167.82440184,1134904.40026853,1778510.98950192,1110054.73406988,1095601.37908941,1336658.13253789,1290270.19976815,1213151.74554446,1037728.09967044,1204515.75604252,1026955.517395,74375.565887469
PC (32:2),730.5 -> 184.1,PC,1049439.4223633,1107496.81036378,922600.519714386,1188031.26348881,1632906.48291024,1345636.91558838,1197141.28509517,1085318.35882565,1223673.17443847,1812151.07086177,1021286.26266473,1005897.30322275,1308954.77636715,1352280.50427248,1044263.85290535,1816948.58166508,1017847.38427723,1098140.93682871,1322359.3752442,1214899.30114752,1362437.90118408,941508.039611286,1232755.98638926,1010035.80780031,77514.303894052
PC (32:3),728.5 -> 184.1,PC,1010908.70770264,1128773.63806142,976093.697571268,1203446.88623043,1715367.7253417,1316738.45178222,1219667.14160156,999809.412719767,1222870.4507446,1667787.02868655,959338.147338907,1105779.19635009,1319923.18261714,1493486.85369884,1149106.32205196,1687650.03836062,1102495.74389648,1123980.96807858,1255049.03613274,1192931.85693359,1299573.59869383,975716.464294476,1217341.52844243,1087634.30041496,88567.946716287
PC (32:4),726.5 -> 184.1,PC,1190610.62438966,1303324.79974367,1111835.09826609,1373790.49877929,1856483.55499275,1512734.90484624,1405797.35821528,1202713.56701655,1385341.08160393,1955093.80578608,1164540.29772954,1220110.44525146,1460236.91894535,1654525.12255854,1321933.60168463,1999788.13684078,1226904.81958015,1285567.11535649,1500030.40350334,1310938.9898682,1578051.42517089,1150940.6120601,1428929.88598639,1135185.41229239,97725.847045978
PC (32:5),724.5 -> 184.1,PC,2537270.5726929302,2895832.51940918,2094356.36706546,3036323.46093756,4150551.5279543,3327434.27465831,2856350.31127926,2403685.81335444,3110890.85992435,4542980.37530527,2356100.34570305,2747958.48022459,3197098.62078856,3674916.60693304,2895881.91711427,4167843.76733386,2550607.83312992,2758690.3903199,3212227.5906976,3063296.60955814,3033072.01745612,2378189.18334972,2848522.52941894,2511453.49243166,116685.207214363
PC (34:0),762.6 -> 184.1,PC,7052170.5048827,9772730.68603515,7600700.1523437,8854175.46655287,11968299.1252434,9206761.19775393,10341995.2028812,9201379.22998052,9579462.53466804,12086992.3505856,9304557.24511718,9056311.07324207,10505029.8725585,11755846.0546875,7286880.81933624,15552825.7490236,9223502.56494126,9330553.22387715,10255714.475586,8219909.68481452,11825788.4580078,8148203.80859438,9927017.41748057,8233005.47167991,209836.97338873
PC (34:1),760.6 -> 184.1,PC,6651824.08691416,9762730.9665529,7794333.04443343,9083465.77832051,11712448.2617194,8552227.91748041,10507504.4770509,8481450.61621058,8656263.96386719,11637828.705078,8772618.54931609,8900785.43994154,9789743.07080112,10932486.6777348,7879867.2446288,15363149.9877929,8693455.90380913,8618260.61962899,10663070.2631831,7766759.9379883,11202343.9375,7782518.67407215,8970542.89160152,8093897.19702201,223283.71362301
PC (34:2),758.6 -> 184.1,PC,6194244.55078122,8959714.05761717,7921560.76806591,8462192.32665995,13362800.8134766,8798595.95117187,10073496.6206055,8469954.40820315,9413282.37841799,11488920.0126952,8073643.52197248,8927649.17480463,9607416.54394532,11564150.867676,7758806.05761721,14133691.609863801,8793561.61914062,8649740.16210937,10577966.7719727,8001635.20873988,12259927.961426301,7976343.05957055,9000260.60888608,7765263.75830065,204395.99633792
PC (34:3),756.6 -> 184.1,PC,7106049.71874998,9627259.49999985,7762391.8041992,9040462.08300761,11944035.0869144,8779731.10546838,10284084.5771481,8806462.98486333,9981104.17773448,11656439.5273443,8659604.13134762,9055245.98291024,10338317.4340819,11573193.7680663,7783192.7827147,15411338.15625,9040068.80126934,9141195.27978517,10579337.2426753,8524693.14990243,11653035.2333979,8614750.31884778,10114548.4340819,8517660.24853513,234569.17822268
PC (34:4),754.5 -> 184.1,PC,6863199.83325246,10064981.8359377,8360999.77392581,9308161.55273435,13664720.9853521,8781624.73095771,11190157.0366211,8885236.34570316,9841100.38330074,12063780.9794922,9321535.65283219,9289505.79833976,10810863.826172,11526690.8208008,8263353.76806654,15199392.9565429,9722883.62548844,9502272.05175771,10952392.9472655,8904421.5134278,11619233.3769525,8434721.65283154,9494515.80761704,9118876.68701172,267781.54003918
PC (34:5),752.5 -> 184.1,PC,6735221.93896504,9667688.84082025,8530596.58447203,9750045.91503897,13216563.3989257,9582453.1298835,11759831.519043,8368661.81835935,10101023.286621,12580609.3505859,9658486.87890641,9881141.89453121,10491054.2294918,11664416.7607421,8325107.60449219,15083334.4448243,9581929.84619107,8907148.1269531,10452464.206543,8834703.83056636,11630120.4753416,8504616.13183552,9607872.62499992,8675595.53613331,239553.61596675
PC (34:6),750.5 -> 184.1,PC,5329994.22290053,7211205.06018051,5611235.11767577,6683670.39843746,9716750.75256394,6896589.41796883,7683448.6459955,6106726.01855467,6626649.64538574,9152671.35095221,6797003.08593736,6462246.65563962,7850680.25891059,7803223.82543935,5644304.37170418,11609287.2034911,6555853.5583496,6714743.8282471,7443112.820435,5703303.95764173,7761060.07898008,6036752.4677735,7006161.90515123,5892750.43078609,112631.18798832
PC (36:0); PCp(38:6),790.6 -> 184.1,PC,21356286.7412113,28839002.4824228,24105196.008789,28226114.5429689,37255139.925781,26304353.3300781,32047190.8203111,25694458.7275396,28698503.6230475,34631625.8876951,27402744.7412109,25972610.9843749,31775922.6650398,33746698.8808596,24511410.4970698,40714384.7636726,26325036.5937491,27437838.1621105,31472667.5820324,25783438.0859375,33846685.9550773,25779088.3242195,28735003.1494142,25023643.9648449,1179060.9423826
PC (36:1),788.6 -> 184.1,PC,10734723.0039059,14901324.0585938,12036813.6855468,12951012.4804692,19223654.2685551,14132207.0039062,14852457.4394529,12162538.2792965,14081905.0742179,17724455.6259768,13627157.2978523,12694138.4326166,14974345.8261714,17110632.1132821,12423576.7480469,20545514.0488279,12837541.5507807,13224809.2197264,16938108.8125001,12189280.3281249,17185089.897461,12689519.6894529,12859951.4726568,13029509.6728516,582758.0214844
PC (36:2),786.6 -> 184.1,PC,10103128.535157,14267019.4863276,11191891.9843759,14515318.0742182,18836380.9492188,14636813.8046876,14668276.2958987,12732777.2851565,13341244.1826173,18394488.2167964,13275408.8808596,13305370.4179688,14555717.6357422,17113127.1044922,11868269.350586,21016156.9082035,13322877.6464842,14113552.009766,15870345.1249996,12098563.5498051,16667763.375,12811655.0263673,13840302.929687,12203398.2666009,601371.9414065
PC (36:3),784.6 -> 184.1,PC,12290933.2558588,15704800.6601565,12846095.3398438,14969684.9550776,20095805.96875,14333747.4843751,16651281.2519529,13571343.4062508,14919754.8535156,19329243.992187,15267153.5839839,14125389.9394534,16404586.3593753,18051333.7910158,13183173.1484376,23476428.6914071,14595482.3066411,13929627.6308587,18018680.3828129,13782401.7324219,18302579.0957034,13528388.1777338,15707349.4648437,14405806.5429682,664910.4042968
PC (36:4),782.6 -> 184.1,PC,14111208.1992196,19494273.6972657,17077124.003906,19631564.9453123,25598983.2460941,19654248.3886722,21491736.9863279,18178067.9765626,20411928.480469,24625793.4199213,19037370.5957032,19281294.3789061,20982991.8964843,23753081.7558589,16876398.0664062,28458900.9394531,19510149.457032,18225228.8652338,22489382.9472654,18359570.6523444,22625603.6210939,17582924.5312499,20313918.7070307,18607019.4667963,830871.1367187
PC (36:5),780.6 -> 184.1,PC,18581558.8945314,23365087.0058593,19915617.6210938,24339656.3417974,29302293.0273431,22568485.4882813,25665500.4843749,21937341.5351566,22390097.7656255,28484942.0742184,21256958.0917974,22616905.1777347,24269106.5468746,27623274.7636721,19500011.7890621,30882556.3437509,22073803.4238275,21083792.9589851,26017913.607422,21075179.1953128,26697512.7363284,21430206.4882813,22998047.5117189,21802253.0878907,822224.111328
PC (36:6),778.5 -> 184.1,PC,14811015.3691403,20089641.7207025,17489374.3046882,20406808.2265624,25051109.693359,18737722.8320313,21714586.4687502,18697898.3808594,18908357.835937,25807900.6503907,19361991.5507815,20613916.0410157,20398400.8007819,23065970.146485,16643377.1250001,28554210.7109376,19045685.359375,18991856.3222656,20889255.8925778,18299619.527344,24492288.2265622,17550056.3378907,20348514.0917972,17447182.7460932,702361.128906
PC (36:7),776.5 -> 184.1,PC,9121494.28515614,12586873.9614258,9839035.79980456,11813675.2583008,15421567.4228515,11673224.166504,13934530.1469722,10548063.4443359,11923579.4472654,14826531.3256836,11153223.9843756,11053957.225586,12662029.5029297,13813225.23584,9224467.04736308,18138636.1806647,11620992.3227548,11880484.4008784,12416168.0854492,10433038.2924807,14855687.2861329,10805661.9907231,12206994.6679689,10337592.7001951,234887.11621095
PC (36:8),774.5 -> 184.1,PC,7058748.88525398,10184655.8901367,8440997.53369152,9608858.68945325,13652793.978516,9612386.52978517,10865232.9594731,9623931.75439462,9647155.62402365,13188301.3286133,9616674.19531269,9992919.21093731,10023933.1865231,12694530.1215816,8645671.04931601,15737706.7021486,9274121.53222671,9305787.0268557,11416476.0805668,8912342.34130927,12492292.8525389,8650009.12451166,9710558.88964848,9128452.13574223,209301.99438477
PC (38:0),818.7 -> 184.1,PC,2315997.41271916,2438693.44543458,1986735.91638184,2363112.44909617,3834003.51977536,2973059.47436524,2519387.59155225,2298602.82507321,2441596.93591316,3660713.36962897,2278460.68066449,2334971.32592809,2722821.20642093,3135413.59167494,2383215.98266593,3443921.73913574,2357188.59912105,2416119.56518555,2931178.76806644,2913857.99987851,2838997.57006838,2150277.92822263,2805843.18042,2190103.25176991,58880.404052743
PC (38:1),816.6 -> 184.1,PC,2326632.05725048,2403947.02081297,2188565.71862789,2441342.70080572,3216479.50598145,2912086.71832275,2716798.64758248,2174524.61901859,2447752.48498535,3705805.31726071,2318551.68225048,2250255.74706976,2675667.22253415,3150886.5666504,2327730.77954102,3585895.32617181,2252258.4147948,2577509.52514647,2771812.80151363,2511084.74560603,2916824.32861327,2140207.70336913,2644411.9616705,2457238.18963677,61182.20446773
PC (38:2),814.6 -> 184.1,PC,2695348.091187,2928337.13903807,2331355.00756832,2637864.43139644,3872344.4156494,3220452.35229549,2858324.68750008,2586678.50537063,2802527.47180178,3892611.73693849,2474949.29907185,2335927.02392632,3303002.92590334,3528566.0937499,2529730.71044929,3868776.95166015,2520757.32983449,2767925.52795409,3253284.9738769,2912724.78625491,3318983.46997069,2270578.47204599,2888673.56262213,2415274.20306399,63837.785156235
PC (38:3),812.6 -> 184.1,PC,5155493.09594735,6679570.82592797,5286833.42773442,6728293.84301759,9548291.79589851,7407585.74584975,7118250.57250917,6097758.14550749,6917562.2661128,8921378.49951127,6101484.55224664,5654465.52270491,6943498.26953126,7897005.00024424,5560505.71435585,10139464.2297363,6149952.5432128,6399545.05248969,7351944.80297857,6260351.15454095,8318617.17871099,5642963.24169942,6844320.43115186,6096026.81323247,146890.17065429
PC (38:4),810.6 -> 184.1,PC,14673627.0625004,18907137.7148445,16215462.2265626,17746507.4199223,23708087.6054687,18382768.3457035,20705751.2871094,16707641.6445306,19067287.5312503,24330980.8320309,18020578.6406254,17727885.6777348,20385169.1796872,22040220.8847651,15969387.2070312,26943960.7167966,17081008.3457037,17408978.1796882,19848451.0976563,17856537.7089844,21074765.6328129,16804616.7675784,18732535.3476557,17066554.3984371,978756.3261719
PC (38:5),808.6 -> 184.1,PC,13976644.8144528,17536164.4160157,15928003.6132818,16346013.0839844,23379900.1835933,17822170.5742188,19672248.5429688,16617634.0996094,17816186.1992184,22082324.6660151,17321074.009765,16606782.5175784,19638414.205078,20576395.6113281,15244206.4160153,27162908.6464839,17180295.6953131,16824178.3085938,19849253.5234375,17244642.253906,21574363.9179688,15488833.0761716,17797856.8593751,17089195.1249999,748082.3359376
PC (38:6),806.6 -> 184.1,PC,13375162.4648437,16878121.896485,14620482.3281248,16078348.125,23569550.21289,17042051.123047,17958663.2207031,15557633.6679685,17139435.9570308,21520468.9121099,15681998.7617187,14983586.9472655,18324574.1484373,20279215.5957033,14508327.8105466,24168808.5468749,16764363.5019532,16640312.2558593,18084935.0781258,16784016.0917973,20526728.4199217,14619950.7773435,17733949.2421882,15531846.4550782,677652.5439451
PC (38:7),804.6 -> 184.1,PC,12170549.6171875,15856799.5781243,13623514.5351565,16103366.3925776,19755182.2871095,15552866.2499996,17809015.8847663,14625537.5273442,16281666.4921875,19570802.8857424,15563876.382812,14705391.2988282,17647669.7773437,19082999.0566408,13542201.6171877,23765425.4160156,15023057.0791013,15160181.234375,17290291.9765618,14525649.2832031,18658153.845703,14060085.6191408,16364576.3457028,14364572.9726569,619744.8251956
PC (38:8),802.5 -> 184.1,PC,10854297.4492187,14260304.1914055,12719944.052735,13376226.3867183,19624583.2382808,14358470.9804692,15424385.076172,13767319.357422,14890140.8925786,18112607.1132811,14284788.908203,14929219.2851568,15916150.9941412,17257664.6279296,12807299.9257807,22102276.1386726,14028908.6132817,14695858.4042972,16177875.8535153,13338501.3554694,17584235.8789069,13392305.5156247,14495247.8632815,13530010.5957039,598313.6816406
PC (38:9),800.5 -> 184.1,PC,10650914.3183597,14684711.8779292,11494042.1503913,14008687.9394536,18504050.7773441,14569351.9316408,15892273.1279298,13228108.5957023,14187464.5488286,18370917.8525394,13778176.0390624,13642049.3271486,14925617.9707033,16856620.4169925,12056596.580078,20221507.1513668,13953067.2167968,13213823.6650394,16475473.0019534,13554519.6249998,16797054.3710937,12965027.558594,14795318.6308595,12317304.2421878,595367.7080077
PC (40:0),846.7 -> 184.1,PC,310810.809730559,340327.726547289,273191.957183833,355663.030670141,437710.999282834,423331.97595261,384398.59295654,301554.91131593,323889.576248167,490465.936507633,328100.178283591,320836.582565282,336226.374923686,387640.450790406,305604.499298036,509564.700119081,340760.265563957,300995.825722354,351609.08581547,403447.342224662,405571.514709497,302547.71640013,334773.329559873,297767.723358704,19894.861190787
PC (40:1),844.7 -> 184.1,PC,348683.849288969,337217.462127776,295201.936981145,376125.60263064,480589.454315254,420388.45477291,384414.774353599,300323.978698724,349329.365570058,544652.522949283,328142.319427487,302410.919373093,355219.00691229,400010.1375121,326290.226196266,514865.659667927,323793.543731698,360426.803039533,374840.839385492,426791.12991333,393224.343872059,302620.859008763,330665.164657645,311004.202758805,20727.441482544
PC (40:10),826.5 -> 184.1,PC,2310858.87323053,2339151.53063968,2036660.1871343,2320386.13085939,3477781.08728028,2761761.4368891,2483348.44921826,2166053.52832084,2424067.16040042,3592302.02673354,2115687.30041505,2199784.57751467,2652602.70642082,2924879.84326174,2347440.20556645,3623984.97143568,2380631.36645505,2203693.33227543,2783582.13818355,2466173.2385258,2706629.9661866,2086947.61547858,2557015.38366642,2291560.006714,53838.444091802
PC (40:2),842.7 -> 184.1,PC,339184.586303794,426535.38562006,343914.119826764,453034.838272014,537173.102950987,473038.391784647,452553.903350856,379091.601195712,419326.723389169,643005.357086269,371935.384887177,351871.327667778,474577.839507626,477489.675674401,433611.409301201,605876.07226553,402334.176574245,416742.200759347,458120.65634153,485388.235137906,473664.417633018,369806.677276641,398381.988433812,363697.202331079,22328.341369626
PC (40:3),840.6 -> 184.1,PC,893640.796386688,958831.684142961,803907.391784271,1042296.21716259,1339652.7424621,1123848.66607627,989578.801574569,826151.93664542,941083.05963193,1390920.24688725,871245.448425842,813836.187316984,1074483.30358823,1219234.10144044,922984.076477052,1506810.0924072,889395.467224069,878571.090881388,1086561.9986573,1093799.7912598,1084570.15570065,827484.539855846,991638.477905356,884047.184448157,35128.042663592
PC (40:4),838.6 -> 184.1,PC,1721540.85327151,1673851.84179677,1457812.21545412,1791765.92590296,2326879.69323728,2021735.49237012,1823151.67126472,1518090.88769528,1778275.94537355,2524917.1965331,1562526.00463864,1504273.35174561,1822555.98663324,2155420.02612302,1531632.11547852,2644027.66333012,1645624.20898436,1593892.2845458,2020417.75451712,1878290.56457518,1927290.67669675,1348674.57141124,1844551.16357417,1649305.08007821,48486.623413105
PC (40:5),836.6 -> 184.1,PC,1965215.01751706,1895439.29333452,1687182.65887457,1981392.97717333,2561021.70910646,2453033.90618944,2137801.62750303,1615832.29760749,2014887.92999309,2843552.64672867,1738033.79431145,1789777.39569033,2085071.82196054,2260013.39282246,1779009.22332747,2809396.24035645,1851282.41595461,1675748.6923828,2192603.55590822,2129894.77246145,2247961.15563962,1582712.95922859,2045260.22857615,1729669.8035278,43297.222961404
PC (40:6),834.6 -> 184.1,PC,2056416.75720162,2104722.81268307,1757725.36492918,2089438.41564935,2903620.47058097,2785281.26428217,2306048.92602579,1915331.88806153,2178795.7930913,3009284.64984132,1887452.89221247,1852105.99676522,2465603.1497193,2722475.94848626,2034545.44665537,3438516.5917969,1956491.69213868,2066890.00213618,2403165.03216553,2327699.86621097,2599643.69653356,1857499.1029663,2238841.07662968,2023898.12255911,42557.862670872
PC (40:7),832.6 -> 184.1,PC,1952608.08892816,2158524.11132755,1910345.27148437,2274184.61767567,3153080.55572516,2782383.21020516,2287271.72314457,2061649.69445804,2146595.56274416,3588528.25347898,2045637.97320598,1969659.86071805,2390488.03082325,2839907.84686282,2055827.04846145,3330751.49224857,1971502.56628374,2024273.13293443,2466720.30206297,2320960.80297862,2540241.36883539,1822878.644043,2406646.91723674,2025939.85290517,45489.083068839
PC (40:8),830.6 -> 184.1,PC,2079208.59960878,2026379.22228962,1879206.10711668,2063182.40856897,3060603.98138428,2513831.67040964,2294374.66723649,1953617.01953121,2254291.71154736,3173861.68023682,1899152.87933302,1803765.77801561,2368586.57647655,2567450.2980957,2133793.98516849,3529922.41760258,1979235.63275151,2148577.35534716,2522643.56188963,2288916.87420602,2473540.22253421,1766697.37719717,2186461.43597415,1990912.9216919,42042.382995618
