lipid,transition,type,I1-1,I1-2,I1-3,I1-4,I7-1,I7-2,I7-3,I7-4,S1-1,S1-2,S1-3,S1-4,S7-1,S7-2,S7-3,S7-4,Blank
PE (44:12),836.5226 -> 695.5226,PE,12710.7808380165,10733.8208503737,14439.8610343939,12135.5408134534,11862.2008361835,12704.5208892798,12336.2207755993,11677.8008461008,10626.2607193076,10213.720672604,10531.3207626346,13548.9608650182,10670.500759124,14442.7408447305,11022.4808502227,11777.380764002,13053.3810119524
PE (44:2),856.6791 -> 715.6791,PE,9429.3205909719,8716.7206611654,11326.2406997662,9387.1407012902,9786.9606361388,10227.1606597978,9238.3006668115,10672.0607299772,8600.7206001287,9897.6807174662,8224.8205184924,11768.5408783007,9935.1806945819,10558.0608520462,10605.6207160933,10532.9607696612,11687.440750126
PE (44:3),854.6635 -> 713.6635,PE,11138.1607971116,9245.7206077582,13252.9809646542,11069.6007728504,8293.560596463,9883.7006454456,9616.1806488008,10318.5808486929,9760.2807998654,8754.3006362918,9018.7206535339,9122.9606628391,11459.8808479325,12327.8607559233,9820.4206581119,11159.7206802391,9229.5206565881
PE (44:4),852.6478 -> 711.6478,PE,10246.5407409704,10343.740722651,12562.560989378,10318.2206077549,10593.220947259,10791.2607955949,9445.18060303,9764.6607093748,9824.2407455396,10300.0006980928,11213.9608459489,9824.9007301349,9746.5805969181,11213.6208343522,9467.4206886285,10580.860691072,10926.4207839968
PE (44:5),850.6322 -> 709.6322,PE,17674.741294854,15225.441101077,16510.1411476098,16977.5213699271,15884.421043401,14623.700950621,15081.1810302808,14299.920928955,14258.541137698,16029.9011993498,16215.3611602882,15758.201011657,16812.4211463899,17141.341163633,15932.4208831811,16926.1811752379,18372.1212234497
PE (44:6),848.6165 -> 707.6165,PE,13636.0211181675,12346.8808746351,15989.7011184774,14978.3008804308,12937.9409904427,15576.8611068695,12313.2208328224,13505.42094421,11372.1408615023,11975.3007888761,11569.020889283,13261.7809066857,13623.7409210138,14127.1208534228,12333.7808074979,13433.8009872425,14023.4609680242
PE (44:7),846.6009 -> 705.6009,PE,11632.0608673117,12481.5808792189,13382.4210052499,16268.761108399,14846.2609329221,12333.2608222973,13818.6610183733,13242.660919182,11645.4408340394,13004.5208816455,11956.7807998621,16215.161178588,14478.7210960372,14484.8609008791,13121.2410812401,14856.4611663856,15805.141029354
PE (44:8),844.5852 -> 703.5852,PE,11217.3607788045,12593.4208526592,15482.4610748236,11768.6007728455,13289.5610275301,13283.6609725898,12760.420967105,13343.1809310946,11221.080772398,13743.9209060731,12758.9810485861,12573.9209251451,12857.6608200087,13591.5610961966,11521.6406784074,12745.880935668,12733.5407180747
PE (46:1),886.7261 -> 745.7261,PE,8572.0206298786,8010.6605606071,10596.0806693994,8007.9005470248,8143.6605529804,7873.1205978411,7641.400527955,7514.46042633,8132.5205230706,9326.0006942726,8152.9006195032,7583.140510552,8970.0606155389,8411.040588376,6776.2804718038,7684.5405616784,8150.100605007
PE (52:4),964.773 -> 823.773,PE,6788.6004486084,7075.080505371,8862.1005477878,7271.2405509954,6104.0803604111,6339.5604515093,6199.6004486067995,5845.3604393017,5843.5804100058,6624.3604507427,6854.3004913305,7243.7604599023,7129.2205314661,6814.600429539,7447.6005210886,7085.3205375698,6734.2605056708
PEo (18:0),468.345 -> 327.345,PE,62294.484771787,80672.266326865,127806.986953715,64232.784454314,40858.822982795,60556.626037587,64385.604644753,58027.683403114,34420.002395626,35506.782562253,55266.664764395,55097.243316754,44035.223220751,75232.826354981,53304.243743837,76497.905822676,41494.462677012
PEo (18:1),466.3293 -> 325.3293,PE,23856.301452634,36416.502227798,30550.302627555,46282.303466703,34647.882843056,37155.982055679,34920.9420966821,33622.542800908,26339.4618682856,22233.001495358,23848.9215774482,34732.003082229,44815.7830810501,38717.223510791,31884.5619201621,45921.022712717,30432.9821624733
PEo (20:0),496.3763 -> 355.3763,PE,22850.181716915,23826.0016403276,27793.742034906,27059.52210999,22141.281684888,23066.72178651,29940.442260738,26804.881805422,22215.381683344,22643.30160522,24456.5218353298,25408.961372371,27136.741714477,26895.941871633,23150.021789541,27409.24200439,42462.903381348
PEo (28:0),622.4807 -> 481.4807,PE,20014.6613464361,12329.3207893323,14795.2011184774,11472.6608314539,11614.6209945671,11886.2608642595,13145.5809554988,11153.2008171035,11053.7807617151,11160.0407142679,11596.3009223931,11441.0007820142,14414.2409133907,12960.420913699,12407.3407630843,12090.160881041,12363.6808166531
PEo (30:0),650.512 -> 509.512,PE,33961.282333388,38652.3432999,34796.821685786,120765.869838712,165238.916580255,177298.272521918,136276.070991517,146266.491653419,21236.701576231,19884.0214385894,26241.481918347,131415.247451781,267104.978622986,248795.792327882,167780.510788044,174929.347625717,15860.660987851
PEo (32:1),676.5277 -> 535.5277,PE,21176.2813415641,15370.3811264022,18711.8814849901,14003.1010055506,14026.4210243288,14610.2611083945,15209.7211494392,15408.0612068264,13311.680862424,16988.1611251839,14605.5012283275,17813.3213501016,16065.2013015806,15708.641197202,20543.5613327095,17104.9811019931,19668.6215286282
PEo (32:5),678.5433 -> 537.5433,PE,71842.504791229,64535.223510731,75114.624572755,22811.641326902,21180.261505119,22606.501403801,23665.641677854,21758.681610103,56577.964416481,42603.602935775,53107.082885723,22604.681518549,21338.121398929,29663.882263183,23543.361663826,26054.741592408,21475.901519776
PEo (34:0),706.5746 -> 565.5746,PE,20518.961540228,19296.201553342,26731.342025763,22128.1819305438,23755.4620285019,23471.141662594,22309.261398308,22585.98162079,16968.261184693,19953.781295785,18724.121498105,20445.961524964,25893.701881418,27957.762222291,22568.021209715,25080.24162293,37547.0429305906
PEo (34:1),704.559 -> 563.559,PE,18836.6415634209,15123.061100008,28879.8221092104,14536.6410408046,15755.2412567204,13925.281112676,14986.8411865297,15308.9812927232,12732.7608375509,14635.0412063677,17827.5612030023,14236.2410964988,16024.881217968,16640.8014450071,14221.100982665,15761.0212020822,64636.984924352
PEo (34:2),702.5433 -> 561.5433,PE,35380.4029770046,23140.261795037,40539.542289735,16295.4213142437,24877.1021270786,20648.0416336039,17698.341102608,20990.881347655,18562.18141174,20849.7815094016,25230.2821159452,17724.4211044259,20720.1812820407,31174.4025154507,21977.581398009,19218.3413848828,16378.8011856109
PEo (34:3),700.5277 -> 559.5277,PE,22310.341537465,15953.0611534182,27920.562484743,17893.681114189,16526.6211776708,16034.601165769,15489.281169891,17805.7813720695,18077.1012878431,19222.3213577224,15861.881164552,18039.221054081,17548.3613586357,21274.5010986295,17639.381118769,17720.0812072715,17189.2413482668
PEo (34:4),698.512 -> 557.512,PE,14321.4210967951,11037.860721589,15625.141288756,13145.6407775804,12348.7410011309,14540.2809829734,18672.7014007521,13416.9007568318,11625.380756373,11330.6007461452,14054.280906674,12550.2008819615,12902.2409133838,13343.040985103,12672.901069637,12660.1209030159,12977.7808265674
PEo (36:0),734.6059 -> 593.6059,PE,19374.921401985,16977.1811218232,23738.041877739,16917.321090695,16199.881172188,14353.7609176665,18168.7412300168,16870.4214172375,16154.4012832648,16373.301200865,15886.441070557,16630.861068731,16643.1611366133,17950.521270746,17066.620948794,17533.4411926202,15582.421142571
PEo (36:1),732.5903 -> 591.5903,PE,30791.421836866,22700.401794437,39751.9825745,20497.581665039,20463.6613922098,21758.641715993,21621.421684263,21360.421371462,18483.0013198959,20167.461189279,22175.981819152,19861.7413787881,21856.761505123,24929.301971438,21899.581695559,22846.341659551,19299.681137089
PEo (36:2),730.5746 -> 589.5746,PE,28610.161972053,15544.061004636,40841.882995599,16896.581268315,16523.3410644463,15753.541069034,14846.3210449187,17277.7212219288,15992.821166992,17180.301300048,18006.6011314382,16353.221130371,16484.3611678955,19575.5214386004,17731.161491401,16995.821205142,18469.261245718
PEo (36:3),728.559 -> 587.559,PE,15897.741004944,15771.0811080868,25812.6220474346,16300.2012329112,16227.501068117,15701.9809417702,16281.2610778842,16022.2210464477,15468.9210433958,14959.160980226,15814.861213683,15909.7811355572,16663.8610725291,16391.8212089525,17806.3214111326,16464.1011581521,17224.601024631
PEo (36:4),726.5433 -> 585.5433,PE,30944.7018966737,23319.54168701,41729.7231978807,29259.3620376605,25923.401977526,26642.1618957528,30052.502433779,25385.6619949438,30092.4621009757,26911.921600344,26519.162231449,27034.8021163963,29479.142303467,30842.9424896361,29495.8622817923,25800.861785899,17892.2613983123
PEo (36:5),724.5277 -> 583.5277,PE,21507.921539306,18608.48128509,29539.621963497,19351.921340945,17237.78115845,17838.141235359,16767.6611557039,18238.721214283,16889.9011764543,18675.9613113476,20559.4414444,17272.9011688257,18128.221183776,18975.7412185588,17310.221260065,19701.361267083,17686.081161488
PEo (38:0),762.6372 -> 621.6372,PE,28772.621536247,21975.90167236,31620.86276246,27723.3014984189,30592.321975707,34496.582382201,29073.822097783,28131.421920768,22953.421783451,26015.821777328,23017.501785282,27814.041732781,46025.623474149,40152.083419848,30677.302108766,37813.462707516,20453.141525275
PEo (38:1),760.6216 -> 619.6216,PE,30693.182220454,23107.501525882,40444.482284584,23730.021667486,26657.802124018,26262.062088024,23753.141830435,27490.902008053,25064.141754148,32697.282455445,28149.961883536,23494.46186828,25213.521697995,26754.201980596,24953.682037346,28529.882141119,25641.901733391
PEo (38:2),758.6059 -> 617.6059,PE,21747.7815704446,21304.781356804,28534.0220031751,17772.1410446187,17835.901290894,19727.6613235433,17605.0611114536,19123.6212348869,20472.501541138,19858.861526491,20433.281219474,19103.48135376,18071.941101072,19895.1814193652,16870.901313767,21709.6216659549,17384.881134031
PEo (38:3),756.5903 -> 615.5903,PE,18662.321350088,13861.3408889846,22909.3416213909,14785.0410766673,14630.0610313392,16148.7410354609,14319.061004646,16033.0810928309,15023.001106258,14586.0211181629,15235.5010833699,13706.8409194966,15093.080902103,15422.6812057445,13587.980934145,14835.940978995,15225.901153571
PEo (38:4),754.5746 -> 613.5746,PE,27424.801849371,15790.2010650666,34399.702537544,14890.3209953288,13592.100830081,14890.4410514785,16901.661102288,15988.8212509167,14385.360992436,15022.081207266,18270.741317751,16003.081039434,16587.8011360153,17484.761154176,15667.681076057,16431.1612396295,16008.401100149
PEo (38:5),752.559 -> 611.559,PE,21906.901748659,18397.8612976016,39509.682716362,16942.781082149,17816.461181635,17540.201309211,18263.7413635245,17143.54119873,17726.1812744146,16866.361137387,20280.141349791,15078.98104095,18624.421508779,19150.401504518,15288.0810546878,18049.221389762,17373.021057131
PEo (38:6),750.5433 -> 609.5433,PE,21811.2816696073,21160.201736443,29945.242027286,18234.261306764,16067.921211238,18201.4012756436,18874.821548458902,17421.9013366626,20674.2016334487,21012.96121216,20493.441390998,16958.741245268,18106.4012489297,19243.801284784,16915.1810760494,19662.0015144329,16207.9211502067
PEo (40:0),790.6685 -> 649.6685,PE,59930.344665551,43820.822784423,46052.223388671,40639.663177477,42515.103393569,42410.522918711,45256.183319092,42088.542999268,45457.463165283,46340.72369384,49757.603576661,50659.423248294,52653.723266603,51818.524322504,53331.38342287,49277.223724361,45572.462921142
PEo (40:1),788.6529 -> 647.6529,PE,33777.622543325,28717.001739495,38199.302825924,26194.501998891,27875.421936033,26804.341918948,33888.04244994,30267.982543946,28582.281982428,29471.361938478,29498.061782847,31166.422225953,31753.782073985,33102.062026987,31472.222442628,33089.702880874,34636.022308348
PEo (40:2),786.6372 -> 645.6372,PE,17569.761207589,18351.021133416,21283.081398009,19738.5215110772,19189.001449572,18840.6213913018,23316.781539909,19302.441360475,15597.581123348,16956.3411178603,16985.901298523,20171.761352542,19423.821411145,21318.541595452,18196.981201176,19252.6812820493,23518.2615814192
PEo (40:3),784.6216 -> 643.6216,PE,16030.0610656756,17033.701141352,22890.741622924,18192.821434023,17717.2812805199,22091.201614377,19170.7012710578,19234.0015106241,14169.681106559001,13857.3408889695,17994.881309511,16861.381286616,21964.56141662,22046.161560054,17177.2012939416,22907.441688541,16839.921249385
PEo (40:4),782.6059 -> 641.6059,PE,21097.2614440869,14353.860992431,23441.701614383,14933.4013366747,16664.8612441982,17579.001266481,18072.641204823,15726.5809860251,15800.5412063547,16017.861053469,16441.061096191,15769.6611556959,16691.4410858093,21160.301506043,16842.8811035211,16733.801498411,16138.181144713
PEo (40:5),780.5903 -> 639.5903,PE,22245.2813797005,18105.021469117,29972.481719963,19717.341583253,17688.74116516,19152.3614807084,20257.86158753,19086.981391902,16038.481369022,16409.861206055,18141.161331174,18253.5214080802,19066.5814285226,21196.4412155159,17732.8811988787,22542.301391605,19312.361648566
PEo (40:6),778.5746 -> 637.5746,PE,21948.0611686799,21695.6014175409,25982.9216613754,31005.722419716,23368.0015602104,27130.62170409,24127.501815787,25620.1021423379,21355.2016143726,16972.661308296,19162.0813522389,26530.7021102983,33633.4024810745,31152.0622253389,24865.6020278984,34597.8224144304,25914.9423522938
PEo (42:0),818.6998 -> 677.6998,PE,18819.221542361,15140.3810844483,20050.3212280196,15223.621086123,14754.5410156192,15031.760910033,15332.141174307,13626.5809440614,13714.440994261,14863.86108399,14077.600975033,13505.7008743298,13787.940971384,17636.5813903735,14262.3810043368,15372.82092285,16051.9212074183
PEo (42:2),814.6685 -> 673.6685,PE,16456.8411178658,13971.8210601782,19045.8013229361,18967.861419683,17589.481185908,16881.0414237979,17649.52103424,17076.6813201885,13740.3407898021,13243.241043085,14043.9810028121,15924.9413604603,24877.9615097001,20666.9219207707,17754.621200559,18502.7210998429,13882.980827328
PEo (42:4),810.6372 -> 669.6372,PE,16377.6813278277,13850.440856933,20213.781234742,14449.041107183,13241.381027218,13613.161026009,16571.641204829,14639.641109469,12121.7207336482,14002.641036987,15481.5413513134,13853.980949403,13261.2009201019,18403.841400146,15539.18099212,14855.4009017912,15598.6211776751
PEo (42:6),806.6059 -> 665.6059,PE,28471.7623138498,26770.4618453956,32359.1821746821,24082.641372681,23202.421539304,25511.0019950875,28230.642105103,24840.541625975,26706.7820014946,31676.76222228,29954.2822570776,24051.5217742959,26260.9019775357,33195.302215578,23272.74200439,25893.0820541305,21184.321533213
PEp (16:0),438.298 -> 297.298,PE,30516.882392881,66875.0046996558,30866.382171636,77595.265396113,113149.889221224,63385.582687402,46636.422668456,52474.963989302,30916.442321778,31883.902450565,27433.702133174,46256.584030173,59534.842918394,70168.4451674973,55050.84313962,58928.724182094,31670.7225494399
PEp (20:0),494.3606 -> 353.3606,PE,19923.7416877719,19749.241668704,20906.5614013627,18371.381378162,18141.6812896697,21016.021392827,19141.0215530446,19225.5214195309,18061.7211685252,18232.561218264,23791.381484985,20999.281600952,20357.3413009684,23236.341453554,20347.9015769986,20106.701553352,17097.201225281
PEp (28:0),620.4651 -> 479.4651,PE,16072.8811340241,11353.1608657828,15138.081100461,13014.020858758,12825.260818476,12208.5808334318,11796.3007354777,12398.7808608975,12174.6209182802,11665.8408203112,12847.26089477,12363.9009361319,12419.580886835,14273.981117253,12219.6410293523,12635.6008453416,13271.2407836951
PEp (30:0),648.4964 -> 507.4964,PE,14748.981094349,13792.001007078,16209.280990593,13518.9409255998,14030.4808196937,11913.3608322196,13934.901054375,13637.3009719854,12685.2809219364,11682.7009277419,11710.0607604967,12612.0808792129,13608.3008499158,15713.301261895,12388.840896609,14299.5009384081,14644.4210815391
PEp (30:1),646.4807 -> 505.4807,PE,16349.4412918118,15242.4611091632,17705.1211166411,14568.4009780905,13055.5609283425,12968.6008224458,17163.1611556983,14820.2809829621,12544.3408660823,13959.3609008766,13883.2412643429,15841.8211250281,15127.5810203463,15925.5210495059,13002.4810180722,16307.041061401,15991.0811081006
PEp (32:1),674.512 -> 533.512,PE,24653.6221733048,16472.6413116402,23092.7216682362,15670.2010726985,19422.8213386463,18247.0812911953,15787.7209320024,14656.4412040712,17481.1013679481,18635.3211822419,17771.7212181135,15371.28108215,14835.7809753377,19047.8611221266,16180.6009559608,15715.3209915134,13720.1607856678
