"lipid","type","logFC","logCPM","LR","PValue","FDR","I7-1","I7-2","I7-3","I7-4","I1-1","I1-2","I1-3","I1-4","blank","mean1","mean2"
"PC (42:5)","PC",-0.0638142331862477,9.58477721731331,0.058356054610158,0.809113386713234,0.960973995157632,217780.119033264,245511.394779257,245666.602096514,246718.33219523,275420.940703898,252850.976188616,411518.68921327,264233.356758121,25787.5618972738,238919.112026066,301005.990715976
"PC (42:6)","PC",0.0445913411250686,10.4973307654876,0.0284958388801897,0.865948369126893,0.975614587570085,515541.904060853,482705.03686849,432142.214035056,451601.849143531,615791.580353256,540141.859428351,615475.067600252,407397.073284181,30816.521514886,470497.751026982,544701.39516651
"PC (42:7)","PC",0.000582781364677725,10.9195487410132,4.8671499826014e-06,0.998239738971909,0.998907011524698,691379.634719856,681189.361038155,536649.042099504,581221.389556334,865997.504730274,764253.213478157,766628.764030434,556741.668124603,32289.4424743099,622609.856853462,738405.287590867
"PC (42:8)","PC",-0.0528630668362487,10.8303610505899,0.0400479862255452,0.841386787054389,0.971310553779637,611373.350601201,603275.860588046,539679.015578195,541135.606033284,810214.606819138,729056.082229656,759296.375801075,533244.531860384,31946.3027686912,573865.958200181,707952.899177563
"PC (42:9)","PC",-0.0610761005700689,10.7583107526366,0.0534576574286802,0.817152344778059,0.965388697675799,566401.126495369,563510.932949048,519494.158103953,527836.290077248,737923.427413985,697747.723457339,756665.670623764,513889.974830069,29795.5221328368,544310.626906405,676556.699081289
"PC (44:0)","PC",-0.616685255924413,5.76789175423272,5.40519015182247,0.0200769612846385,0.210176301000727,10767.0608749428,16696.8013992389,12352.9208221407,14360.8610534654,12984.6608810414,13852.361026765,67202.9439201223,15075.4210624657,2963.4002265923,13544.4110374469,27278.8467225986
"PC (44:1)","PC",-0.636559672471942,5.86626453533871,5.75665555328931,0.0164263097066403,0.17949040606453,12079.5008430497,16817.0212936432,12854.5408744733,15801.7408790634,13641.0809021031,15202.9608917152,69007.3229141149,18407.0610885512,3136.6601982144,14388.2009725574,29064.6064491211
"PC (44:10)","PC",-0.793606815400395,7.2576212939196,8.91240712582794,0.00283239673673538,0.0523468878381836,32747.5420799313,51939.524349249,33518.0816153931,24728.1822090129,39044.3025741597,43564.7032204612,194224.015346587,46526.3226585386,4341.880374907,35733.3325633966,80839.8359499366
"PC (44:12)","PC",-0.544443473891235,7.65508764117803,4.22244083784705,0.0398927353867601,0.329941573889391,66134.8864402524,52633.5625610601,38709.0019645912,52086.1244125601,49909.1244698458,50329.4631844034,244282.354034422,55330.3229178917,6300.2605476392,52390.893844616,99962.8161516407
"PC (44:2)","PC",-0.384258159296938,5.96704126237889,2.10853913723156,0.146479093202508,0.643084304144253,13711.0208625684,20722.9011878726,14253.5009498711,19542.4214744429,18942.3214378343,19269.6208190956,69524.3061789429,9740.5406036321,3679.6402397187,17057.4611186888,29369.1972598762
"PC (44:3)","PC",-0.927793865061551,5.73751331498954,12.1199075587983,0.000498863766662629,0.0154449211699767,14512.141254436,12959.5207595848,8028.5405235413,10847.1208343496,17795.4813156073,16816.1214446988,70189.6851577656,11332.5205688461,3158.3601989731,11586.8308429779,29033.4521217295
"PC (44:4)","PC",-0.882650098363935,5.8466390268436,10.9870925279494,0.000917486319552943,0.0229739361072566,16039.6807823197,12944.9209327689,9864.500629416,11589.3211021433,18543.841533658,20440.7815475511,68330.486106885,13386.1411438012,4695.9403419535,12609.605861662,30175.3125829738
"PC (44:5)","PC",-0.820377614308867,6.05446660835226,9.51208518482099,0.00204123079514384,0.0415574154279184,17191.3411788877,14228.6409835808,12541.7008132931,16068.1614227276,21006.9412345832,23454.6816101057,75996.8055648779,16542.3208236729,5002.2603569014,15007.4610996223,34250.1873083099
"PC (44:6)","PC",-0.540471652356755,6.46445506442717,4.16023649603312,0.0413836254057398,0.340391688090068,22652.9017829849,20610.2617301972,29507.2419242859,17807.4613380463,33428.5220680259,34515.9215812362,81529.8858528351,18561.1410789585,4790.2403411868,22644.4666938786,42008.8676452639
"PC (44:7)","PC",-0.326573638186727,6.84745161602959,1.5247082684387,0.216908379952094,0.746464011007552,28874.6215743626,48766.8244400697,29645.6419449221,22185.7219390923,38064.0826568735,43578.6035156352,100540.626712844,24181.3819541857,5006.3603935189,32368.2024746117,51591.1737098846
"PC (44:8)","PC",-0.0861351822404551,7.14894936267463,0.106286416058992,0.744412268461025,0.954914452344606,67870.0242576812,49388.482448623,36260.343170187,22993.4412345948,43685.4043274129,43183.2020072895,95675.025806427,47038.9427070873,3874.2402420044,44128.0727777715,57395.6437120542
"PC (46:0)","PC",-0.109036336126425,4.46301647570565,0.17001403583896,0.680099333888291,0.953304946665784,7626.5805854784,8113.4204902618,4720.5003051784,5616.6604690538,6949.0204238897,6137.3604545581,14967.0609855649,6711.4003677339,2398.5401611321,6519.2904624931,8691.21055793665
"PC (46:1)","PC",-0.218519181257305,4.43117150753921,0.682319212516347,0.408789253865978,0.893867659919409,7604.2405357353,6365.4204254171,4877.4802169858,5465.9804534881,6339.3404808038,5276.5404129039,18138.8011550874,6088.4003410278,2680.0001945501,6078.28040790658,8960.77059745572
"PC (46:2)","PC",-0.283169126338512,4.45949993212864,1.14506447054083,0.284584717237006,0.820615871071354,7668.7605171159,6603.60040665,4925.680362704,5060.0803832975,7203.5604400692,5448.8804245056,17163.8610534681,7076.0605049192,2629.9801940908,6064.53041744185,9223.09060574052
"PC (48:0)","PC",0.168254304288048,4.54193694718341,0.404744470370815,0.524649130732591,0.931261037518932,9521.7206573523,9683.7606506354,6249.9004936143,5344.9604682895,9409.1407089226,8182.5805511447,7815.2006416324,6821.0204772899,1765.0001144405,7700.08556747288,8056.9855947474
"PC (48:2)","PC",0.377589456019671,4.17007712980705,2.03256944156564,0.153960126586523,0.646339593323577,6852.5603828391,8143.4607505751,5326.6803436325,4521.3403167719,6891.4204483082,5409.4204444864,6795.3204422022,3919.0403022755,2144.7401542664,6211.01044845465,5753.80040931808
"PC (50:0)","PC",0.138507241964667,4.47815060561568,0.274300354311279,0.60046153752076,0.953304946665784,7798.7004775991,8971.400543212,6407.0604782148,5800.4604415902,11245.9609641982,7338.0006332435,5261.8403778135,6749.7604560888,1948.4401435849,7244.40548515402,7648.890607836
"PC (52:0)","PC",0.224088350525189,3.85571946211183,0.716715339067008,0.397223455585661,0.893867659919409,4965.420406339,5953.120407108,3752.7202224722,4128.1203575115,5149.2803840606,5053.7604370146,4208.8402786264,4338.1803665182,2093.6601600649,4699.84534835767,4687.51536655495
"PC (52:4)","PC",0.382466083479391,3.71013325019534,2.08305570553766,0.148941753147413,0.646339593323577,4236.5602684023,5832.5203933683,3764.2202377296,3892.7802848788,4598.7203178387,4084.1802978514,3243.2001953115,3849.0402793886,2050.2401313783,4431.52029609475,3943.78527259755
"PCo(32:0)","PC",-0.227497536134625,12.7002535359987,0.740988788107643,0.389344318040676,0.893867659919409,2346733.2750702,2283181.20208746,1664790.40376287,1647477.6387177,3017775.72131343,2249657.93018342,4622751.15168724,1660907.47980492,13464.7610015819,1985545.62990956,2887773.07074725
"PCo(32:1)","PC",-0.204510852031008,12.6942149141929,0.598931436485145,0.43898602214185,0.902237186124713,2321091.04006955,2267001.43997183,1715185.74370581,1672925.92347716,2953022.69372565,2226024.96727759,4637377.63000541,1620746.66902157,12159.100822448,1994051.03680609,2859292.99000756
"PCo(32:2)","PC",-0.213620819081912,12.6955758272338,0.653429130878067,0.418889337271061,0.893867659919409,2465858.03997799,2314171.41876224,1569499.15071104,1612083.64434814,2984040.9313659,2206857.24867247,4602764.72630257,1669854.70042419,13584.921066284,1990403.06344985,2865879.40169128
"PCo(32:3)","PC",-0.212854970524453,12.6784253367443,0.648756527807564,0.420557604387184,0.893867659919409,2502381.03524784,2226256.94012442,1579098.78366088,1562996.35546873,3066118.6400146,2256260.0344085,4596802.59461936,1454819.75885005,13202.5008544783,1967683.27862547,2843500.25697313
"PCo(34:0)","PC",-0.410779072218308,11.7715502107761,2.41023939355728,0.120543930686296,0.603223562883409,1162169.82971188,1146762.83718872,798525.571411131,779251.448440571,1486840.83374031,1242754.00715633,2826995.29295345,912897.249244152,10977.3207855227,971677.421688076,1617371.84577356
"PCo(34:1)","PC",-0.381168441192665,11.7168361005288,2.07625043316512,0.149607286404471,0.646339593323577,1170502.88484193,1066732.85002133,795074.985633833,753941.245178201,1458714.09149172,1137841.55709841,2809880.16439825,810594.372284405,10880.040832517,946562.991418823,1554257.5463182
"PCo(34:2)","PC",-0.293812168416705,11.7098592449709,1.23508103470886,0.266421168665749,0.805168805427568,1141059.27711485,1128163.24707026,828930.949729924,798596.877471448,1453304.33593752,1099325.58298501,2601255.9204102,835740.446014951,9524.300682068,974187.58784662,1497406.57133692
"PCo(34:3)","PC",-0.360568789676757,11.7977182586321,1.85846539041086,0.172802020731635,0.669889136675786,1228370.82855226,1175154.78002929,781049.154861463,854011.360824551,1450095.93896483,1189409.79223628,3041186.04623409,868502.99844361,9904.3008194028,1009646.53106689,1637298.6939697
"PCo(34:4)","PC",-0.37704568026856,11.8626607539369,2.03170824955959,0.154047375501009,0.646339593323577,1227748.66415405,1206295.26907346,806285.33619687,955990.912139944,1467259.82742311,1222259.34396365,3328641.23316957,898901.62358097,10601.420822141,1049080.04539108,1729265.50703433
"PCo(36:0)","PC",-0.379669070303249,12.6493994027416,2.06000713289541,0.151209462600219,0.646339593323577,2003805.1133424,1917355.59997568,1558095.95187373,1749873.26379385,2719437.69232183,2337685.0474701,4913204.414093,1739441.77871707,13351.26112366,1807282.48224641,2927442.2331505
"PCo(36:1)","PC",-0.359155106139041,12.4785269642432,1.8439664909165,0.17448676094243,0.672286026446037,2027907.36825563,1603566.89334099,1442039.71206667,1403303.11668391,2385368.45529171,1873285.55194088,4836334.83190915,1397895.14991761,12938.320777891,1619204.2725868,2623220.99726484
"PCo(36:2)","PC",-0.379496129949969,12.3639843505564,2.05813337328436,0.151395528580445,0.646339593323577,1631766.14480598,1611188.96777351,1263411.1850739,1424777.07559204,2289916.04415889,1927921.28419495,4304006.00879618,1193963.50415042,12510.50086975,1482785.84331136,2428951.71032511
"PCo(36:3)","PC",-0.481790749041157,12.3994139917518,3.31143379183777,0.0687994408225315,0.459789120139865,1631629.53518679,1523381.09631349,1265416.64863587,1415797.80630494,2348553.09960941,1948509.69615163,4598367.30641183,1363315.31184385,12841.620880124,1459056.27161027,2564686.35350418
"PCo(36:4)","PC",-0.492795511415527,12.5181156240955,3.46370299166301,0.0627296851874437,0.428796067240197,1807198.03265384,1606681.91351315,1431108.60498047,1464001.17224121,2377561.69308464,2014372.73159789,5391198.51588443,1480193.77047729,12781.000976565,1577247.43084717,2815831.67776106
"PCo(36:5)","PC",-0.402907908262916,12.5679135349848,2.31906368953059,0.127796930292159,0.621142872231694,2130537.82119758,1749599.0010986,1424170.40946957,1471138.70674131,2545974.37249759,1993959.67694091,5530874.54233553,1345583.60967257,13543.781097413,1693861.48462676,2854098.05036165
"PCo(38:0)","PC",-0.108311808562702,13.3662414656311,0.168096368965053,0.681809195850585,0.953304946665784,3665111.76504514,3803229.31353761,2735709.16595461,2959006.15643303,4897407.94244385,3837661.40792856,5573228.52575683,2895434.06317149,16425.30126953,3290764.1002426,4300932.98482518
"PCo(38:1)","PC",-0.105192978905726,13.0548568255592,0.158557068796654,0.690488477484635,0.953304946665784,3036428.11163328,3018657.82769778,2126349.46838383,2439392.13696287,3959467.52142284,3082558.47479258,4556361.77679487,2276806.76044473,16130.301025394,2655206.88616944,3468798.63336376
"PCo(38:2)","PC",-0.128378906399053,12.8772673017113,0.236130513221724,0.627014938151322,0.953304946665784,2639442.11340332,2638755.78222651,1958847.42665107,2072830.60668943,3569877.79730218,2840359.87301595,4032492.31896972,1927160.45303353,15211.841033938,2327468.98224258,3092472.61058035
"PCo(38:3)","PC",-0.175545347188778,12.8006943706745,0.441386231483193,0.506454138251264,0.923578164314647,2477234.8517456,2528483.11987313,1753547.35542296,1920748.78695671,3492993.1676025,2585338.54077152,4196486.29629567,1747378.33587646,13878.320861814,2170003.5284996,3005549.08513654
"PCo(38:4)","PC",-0.211590480278263,12.7994956056278,0.641078583183116,0.423320496275376,0.893867659919409,2583896.74609376,2415242.8179321,1749045.83831785,1811619.21704101,3291375.85794069,2515333.16803036,4685297.10426328,1758910.61614998,15161.881103513,2139951.15484618,3062729.18659608
"PCo(38:5)","PC",-0.218378826209115,12.7859551177654,0.682833348051645,0.408612775063596,0.893867659919409,2546172.69924922,2323357.19018548,1795612.09657276,1792440.15985111,3219746.0628051,2581472.18348648,4621897.8273926,1727644.75784305,14108.881034847,2114395.53646464,3037690.20788181
"PCo(38:6)","PC",-0.287454128058764,12.7596828124361,1.18230030658015,0.276888195949666,0.820615871071354,2278516.2504578,2301276.42169182,1753635.90840152,1753990.39877324,3319480.6729736,2536134.4012904,4691046.44679257,1679647.1869506,14339.401062007,2021854.74483109,3056577.17700179
"PCo(40:0)","PC",-0.0769905598735785,12.8350613891083,0.0849437351716915,0.770706348931391,0.959935572743768,2688416.3374023,2515764.40325929,1884554.87767034,2123894.47747809,3388938.81292728,2758373.45793909,3531100.96760566,2018452.03204347,14012.760986329,2303157.52395251,2924216.31762888
"PCo(40:1)","PC",-0.0663680545414592,12.806876047774,0.0631230213330127,0.801626277771106,0.959935572743768,2590289.05657959,2532443.57019038,1825396.66841121,2119406.1261138,3490266.82455445,2691213.88621512,3294316.01620489,1934371.00392154,14379.720939641,2266883.85532374,2852541.932724
"PCo(40:2)","PC",-0.0587332432894103,12.7759488710736,0.0494362809840823,0.824047105792212,0.966769997939609,2590539.87857048,2511340.09893791,1850654.28083807,1947281.14501948,3239733.71044872,2593802.01763147,3402042.59643551,1932556.12643439,13286.6808853148,2224953.85084148,2792033.61273752
"PCo(40:3)","PC",-0.0816347007496228,12.7588340566969,0.0954991410544608,0.7572991983965,0.958436329143406,2538396.69055181,2429383.99871825,1803117.62006377,1952549.18554691,3259192.06848189,2634159.85092155,3310845.60771241,1901719.35086056,13648.840942381,2180861.87372018,2776479.2194941
"PCo(40:4)","PC",-0.117509357507388,12.7328720303767,0.197848441384849,0.656463155856173,0.953304946665784,2487160.33190918,2338752.71020507,1749578.74044803,1882243.74676518,3265222.56022688,2523148.15010076,3530062.19952399,1801082.75816338,15327.3811493,2114433.88233186,2779878.91700375
"PCo(40:5)","PC",-0.0741411162877041,12.6923203513312,0.0787731328746304,0.778966958875169,0.959935572743768,2489061.65402223,2253689.45263679,1668850.37812043,1942408.25216672,3113451.01232907,2460987.36535635,3285973.29736315,1761851.72898866,14258.020980836,2088502.43423654,2655565.85100931
"PCo(40:6)","PC",-0.1061878330693,12.6762854633747,0.161569410644006,0.687715689971835,0.953304946665784,2394040.12002559,2213803.69146732,1674069.79191592,1883900.47528074,2993011.49350026,2517929.05792292,3420480.55825811,1715552.64501956,14486.201080316,2041453.51967239,2661743.43867521
"PCo(42:0)","PC",0.034173574883596,10.908769119254,0.0167367643448415,0.897064372649172,0.979594441835005,655954.835631854,671555.528625464,556851.488341777,614792.100082866,827170.626327524,760118.796432513,774949.809860221,539344.983863876,32644.1630630571,624788.48817049,725396.054121034
"PCo(42:1)","PC",-0.047037579487662,10.8261173141466,0.0317081532193697,0.858669703663166,0.97448295717705,626692.597572267,604430.940566477,528913.897955825,534876.79790451,780747.37335204,707328.596824692,797540.06180572,541248.217823025,30264.4426574726,573728.55849977,706716.062451369
"PCo(42:2)","PC",0.0138042170332651,10.7771061894118,0.00273100099366275,0.958322337823938,0.992792874544153,590642.500045792,626314.641250562,529398.707939172,517969.446547951,750370.329330457,657097.309768692,788815.281227112,491890.772315961,30539.4425353996,566081.323945869,672043.423160556
"PCo(42:3)","PC",-0.0985682229388959,10.7597351045398,0.139216021680113,0.709061639932139,0.953304946665784,592920.799773701,558251.122302539,514768.756000557,484297.6155248,766820.806854202,668855.704719543,888680.933189363,461397.112991812,31389.3821296437,537559.573400399,696438.63943873
"PCo(42:4)","PC",-0.0760026147597062,10.7683495141591,0.0827764223631675,0.773569561813342,0.959935572743768,562429.570625833,589350.77516222,498639.705649821,514521.246230628,729275.363220217,655356.065032986,883422.98717885,487499.934242252,56784.2252960477,541235.324417125,688888.587418576
"PCo(42:6)","PC",-0.154112994691217,10.8299638933695,0.340229822491665,0.559696594060306,0.947811992430179,582720.616859378,579927.521530132,523216.066799161,514667.500579359,790394.158981309,682024.906799274,981261.293396013,514577.27378136,52637.5439263099,550132.926442008,742064.408239489
"PCo(44:3)","PC",-0.640035899038315,7.35011397353321,5.82201041803273,0.0158268448004108,0.174211666663346,30253.5822906054,48810.5844573856,34891.8217315419,47428.7236786048,38258.5216828305,48078.8440170234,192147.45587929,48214.463428479,7359.7604713406,40346.1780395344,81674.8212519057
"PCo(44:4)","PC",-0.966233653743385,7.37025998487499,13.1341528453768,0.000289961352492167,0.0112277043112404,34579.2418327583,29565.1426544167,33001.1814041131,45721.0220527763,42108.7634582354,46448.2422675696,234101.294128446,46392.3639297107,5072.8603515588,35716.6469860161,92262.6659459904
"PCo(44:5)","PC",-0.588407453267854,7.6570878386461,4.92704967626605,0.0264394206029666,0.250505143307855,67547.5457421263,49575.7244301113,40813.2832184028,47697.2831192337,46613.5833396662,52683.3044205085,252315.963794653,54074.4042930991,7199.0405197117,51408.4591274685,101421.813961982
"PCp(32:4)","PC",-0.397205091654804,11.9018072972633,2.25407478597481,0.133263081991184,0.629161696511212,1239755.85867312,1212565.10729981,827731.688171395,996904.562423737,1562080.00512689,1299532.55242926,3299677.65356442,951248.523101779,11640.580856326,1069239.30414202,1778134.68355559
"PCp(36:5)","PC",-0.420985810284339,12.5043428453448,2.53108854895254,0.111623187977749,0.584645420253876,1860017.71176147,1903604.91317751,1344022.22148132,1327281.97570803,2432073.57894902,1859622.82502747,5422846.62307732,1296811.15022273,11518.740905766,1608731.70553208,2752838.54431914
"PCp(40:6)","PC",-0.128382761348806,12.7286319348496,0.236144541733665,0.627004703747391,0.953304946665784,2346777.06201173,2387909.87368778,1616397.078125,2048561.23284912,3206724.97680626,2602222.94609067,3519246.93768308,1788975.48280339,14750.460952761,2099911.31166841,2779292.58584585
"PCp(42:4)","PC",-0.127450916603689,10.7995149515532,0.232725926942294,0.629509919977487,0.953304946665784,586758.453621388,575680.793327336,529124.285781851,483082.7529978,758618.329513493,689514.068107607,914343.906456021,504645.694732187,53125.083335827,543661.571432094,716780.499702327
"PCp(42:6)","PC",-0.137801899994603,10.8977901148546,0.272048348851968,0.601961020708845,0.953304946665784,639028.219245882,644560.598190298,502057.669928963,534208.843231213,824704.992828308,730480.024208021,1002791.72737126,529373.130447392,58126.3245849198,579963.832649089,771837.468713745
"PE (12:0)","PE",0.213635588843727,6.49883390257407,0.653153564146521,0.41898744946516,0.893867659919409,25344.1416626,25767.041595451,26859.041900637,26207.282188408,24878.021514891,25548.741806027,27112.681793206,27496.902435307,32124.582565312,26044.376836774,26259.0868873577
"PE (14:0)","PE",0.183478439199068,6.17952730403826,0.481825135716192,0.487596766203311,0.923578164314647,20753.2213897605,21489.90130616,19514.701370238,22814.601715086,20635.421569831,20392.9616394038,25366.921859744,21592.421424876,22959.0216598463,21143.1064453111,21996.9316234637
"PE (14:1)","PE",0.0874514519237251,8.29508564835588,0.109575965140266,0.740627410755377,0.954607654988923,85707.887756396,103751.325988762,93379.587982137,105621.428161612,72952.585510204,105781.466919008,157489.915710395,102328.167053263,47099.722869867,97115.0574722267,109638.033798217
"PE (16:0)","PE",-0.180483136741542,6.45786945161588,0.46629827203774,0.494695083866223,0.923578164314647,21650.201492304,21649.481491089,26663.602005011,23156.761657708,30616.582153319,21350.1214370767,53008.343704273,25467.901626594,23026.061813344,23280.011661528,32610.7372303157
"PE (16:1)","PE",0.373006887096635,6.83878275038357,1.98770266408019,0.158581293431625,0.646339593323577,31957.382385251,32859.34240722,30639.342102042,48822.542877157,33344.602050773,32029.182037362,32750.481933593,32335.182617201,32594.522247321,36069.6524429175,32614.8621597322
"PE (18:0)","PE",-0.0460128218029669,7.56448032512465,0.0303340570019373,0.86173441534019,0.975069100350918,42620.72271729,42517.422271773,57020.984298699,50675.063613895,49649.643524083,44271.103034955,105387.128723147,47460.563461293,78271.885772704,48208.5482254142,61692.1096858695
"PE (18:1)","PE",0.191908292852078,6.4780443411221,0.527159074856137,0.467803698288047,0.922315950837162,28567.282043458,26612.841781622,28513.102127077,22854.901626586,21459.56141664,23453.301742555,39504.663093571,27445.921737669,24831.901718131,26637.0318946858,27965.8619976088
"PE (18:2)","PE",-0.139001620354466,6.48895648068207,0.276647323796624,0.598907147014721,0.953304946665784,25328.82157898,26195.042007454,18843.161239623,20472.921463014,20092.3412704519,18539.741249092,26240.381607064,48065.0042533317,33625.642105071,22709.9865722677,28234.3670949849
"PE (18:3)","PE",0.262985274644982,5.90605999638536,0.989051642326643,0.319974271895515,0.842643660854054,18883.2414550691,18211.181304937,17289.8414535563,19345.4414138823,15246.721084596,18039.9013824474,18603.9812393243,19617.561439521,16127.961235044,18432.4264068612,17877.0412864722
"PE (18:4)","PE",-0.00481072483876989,6.03015393068366,0.000331439229256603,0.985474936930422,0.996863735339682,18649.061416623,19057.461227424,16674.34130859,18042.781379716,20751.6816787726,17537.361450185,26589.861831675,21517.3414917,19377.821327212,18105.9113330883,21599.0616130831
"PE (20:0)","PE",-0.706910004635607,6.29404886315313,7.08717037771112,0.00776377348050184,0.103771150895636,16318.061180113,17010.901206969,17842.841232299,17960.0613098153,49898.3439102856,21615.4017562875,53281.725547794,16831.9612960783,16898.101188656,17282.9662322991,35406.8581276113
"PE (20:1)","PE",0.0508468205794272,5.79759068730588,0.0370195425240638,0.847425264155275,0.972933527827314,14290.541061411,16487.580963125,15873.7611083981,16012.681068422,15905.98103333,15725.721092221,23268.3415527301,17306.660995476,16654.741256704,15666.141050339,18051.6761684393
"PE (20:2)","PE",0.00698657759763118,5.7422761375846,0.000698940749984445,0.97890839381929,0.995104642336184,15856.2810211167,15331.721160888,14623.0810012864,13860.981071468,17709.241333009,14581.6811523453,21275.381446835,17059.021171571,15692.061050414,14918.0160636898,17656.3312759401
"PE (20:3)","PE",0.110009496727975,7.6698613257504,0.173366750140531,0.677136840845875,0.953304946665784,54717.464057928,73782.844696026,60340.664550779,59065.5054398066,72872.564384459,71215.704421897,63456.505767873,61410.524566727,39577.2228698666,61976.6196861349,67238.824785239
"PE (20:4)","PE",-0.2107709449774,6.4051186998714,0.635759151881857,0.425250654844197,0.893867659919409,20310.601486207,21433.2615356348,23735.021896362,21851.121650695,28735.842575062,32640.082824711,36048.522689818,23252.38130188,24745.7019424461,21832.5016422247,30169.2073478677
"PE (20:5)","PE",-0.34298959288979,8.76734031289948,1.68187416107912,0.194675606634074,0.703736577527985,86927.905731154,75586.405731301,100333.348541258,99968.147094751,222705.29724121,131142.13171392,92837.465637212,94829.647674554,244286.397155755,90703.951774616,135378.635566724
"PE (21:0)","PE",0.297000566581195,5.84158327143311,1.26093310788983,0.26147453988679,0.798831400429641,20772.901397697,19765.7611236563,15855.3412437497,15371.961074828,16382.521072388,16488.5612792978,16902.701080335,18201.62129212,14792.120956426,17941.4912099827,16993.8511810352
"PE (22:0)","PE",0.779532580534448,6.28916345305295,8.59999788813411,0.00336163392958577,0.0600025582763728,33918.501640318,31247.98192597,26100.6020965543,25630.441810612,16150.061012271,19797.0615234454,17065.3812408516,24750.721542363,14189.2008438078,29224.3818683636,19440.8063297327
"PE (22:1)","PE",0.271925582729664,5.68030069695634,1.05717044213708,0.303861429771029,0.831615958978247,16628.6410903875,16132.3011703408,16720.921173096,12161.2808837895,14562.1210556028,13885.2009353609,15148.461082462,16014.9410171478,16086.681083681,15410.7860794034,14902.6810226434
"PE (22:2)","PE",0.272122286814901,6.01938520239661,1.05892921424891,0.303459533429476,0.831615958978247,22064.701393131,20302.7816009532,16584.341270445,20173.921264649,23515.08177185,16343.661247249,18436.081108087,18633.121231083,18813.361251828,19781.4363822945,19231.9863395673
"PE (22:4)","PE",-0.00428766177847963,6.03675967938309,0.000263254522280931,0.98705479515762,0.996863735339682,17934.061256406,13278.5610504174,15279.9010467469,16756.5009765615,20375.5213394214,18147.1811981205,19925.3614425702,16514.981369024,34795.222137474,15812.2560825329,18740.761337284
"PE (22:6)","PE",-0.866591509572385,6.79287240908284,10.600494885593,0.00113057394933442,0.0260379877254404,21820.34185791,21081.341567998,27442.142005926,22142.281631473,86511.126632733,23649.541625975,84811.865264862,20291.281616212,20548.021438592,23121.5267658268,53815.9537849455
"PE (24:0)","PE",0.228218027252604,5.86014264103597,0.745060819513469,0.388044524341803,0.893867659919409,18336.061325076,20665.721405019,15306.6210212748,15824.681137088,17484.9210739159,17045.621185315,18411.921340948,17300.441131597,16419.701278679,17533.2712221145,17560.726182944
"PE (26:0)","PE",0.213365211306689,5.88205899977806,0.651327010200816,0.419638638003423,0.893867659919409,16282.10114288,18412.62124634,17857.121253974,18037.2012214758,16360.301193236,16936.601112368,18476.581451422,19320.881378167,16952.501144417,17647.2612161675,17773.5912837983
"PE (26:1)","PE",0.154407600376147,5.6992257820635,0.341215103021639,0.559128679786188,0.947811992430179,14799.641044616,15733.881240846,15080.8808288482,15231.8410720786,18264.881271357,13502.8810272261,15645.561103813,16650.721160884,15213.060981749,15211.5610465972,16016.01114082
"PE (28:0)","PE",0.118357034866101,5.81539489142405,0.200538791876113,0.654286299798457,0.953304946665784,16363.8211593644,16036.9011459422,16278.701057435,16513.3411559925,19618.741516104,14901.881057739,19835.001510631,16865.181098934,16463.2012939508,16298.1911296835,17805.201295852
"PE (28:1)","PE",-0.0222094136166186,5.6597234439708,0.00706248883794558,0.93302572988767,0.984965637271394,11729.4207305906,15868.681022643,14090.7411384623,13989.0409355193,17810.5411834743,15102.041175844,19636.121234895,14851.7609672547,14876.4212722816,13919.4709568038,16850.116140367
"PE (28:2)","PE",0.100534348687962,6.20680089706086,0.144724882051378,0.703628300149328,0.953304946665784,21088.321380624,17441.761100767,19778.8613052373,21090.521457667,30311.0822906356,19687.861625667,20874.0014953583,17031.6011352514,30328.7819633284,19849.8663110738,21976.1366367281
"PE (30:0)","PE",-0.0435804384355502,6.12523676970058,0.0272004804382675,0.869002478231395,0.975614587570085,19374.801132206,17547.921264636,19244.34124756,21532.721534725,29047.481765752,19100.061172482,26593.702026368,20802.421661379,18378.681274407,19424.9462947818,23885.9166564953
"PE (30:1)","PE",0.162047077868226,5.53994384382678,0.375745025025708,0.539889270363078,0.936517077327379,13835.140876775,12280.6408424348,12607.020812994,14400.3609237679,15036.90113068,13009.500892647,15257.3211288423,12846.6210403395,15942.0810012803,13280.7908639929,14037.5860481272
"PE (30:2)","PE",0.0856615069896695,5.46048824375644,0.105033766609722,0.745870553359657,0.95504311285557,13435.6208343484,12077.160903939,11768.5209503236,12738.4209671012,14142.7409133913,13401.8611526558,15130.2009925809,12936.4809684702,13544.2210845993,12504.9309139281,13902.8210067745
"PE (30:3)","PE",-0.233145818602013,5.84228488364628,0.777550728570872,0.377891262281828,0.890871212025033,15680.4212722792,14719.601211555,14338.4611740145,15054.921226509,31726.1019439138,14895.2608261148,23779.4815063418,14683.4810867246,14834.2809906017,14948.3512210894,21271.0813407738
"PE (30:4)","PE",-0.0215489496480945,5.66218720126382,0.00664874887910116,0.93501262616407,0.984965637271394,14197.1009368948,13599.380905148,14106.981002802,13854.0208511373,21547.1016769419,13784.360923771,21115.0217132489,12128.5008697578,15027.460975649,13939.3709239955,17143.7462959299
"PE (32:0)","PE",-0.319211925785772,8.29658760620146,1.45720459733593,0.227375422767431,0.761478764838578,68427.244995204,91787.285247682,100804.327484083,72651.966125478,127919.390960748,160260.529968188,124811.267440787,80428.406616208,50251.962951688,83417.7059631117,123354.898746483
