"lipid","type","logFC","logCPM","LR","PValue","FDR","I7-1","I7-2","I7-3","I7-4","I1-1","I1-2","I1-3","I1-4","blank","mean1","mean2"
"TAG(52:2)_FA 16:1","TAG",-0.71314846349379,7.71513314987863,7.21447598392842,0.0072317924172993,0.100240678228676,54984.002593958,53932.363754253,52018.603713974,39611.343421936,145450.750015311,64575.305038456,142976.693054153,55187.383941669,11899.980850218,50136.5783710302,102047.533012397
"TAG(52:2)_FA 18:0","TAG",-0.646837983418654,7.16514947350112,5.94511813976851,0.0147581020883793,0.164872230047044,37020.563430773,36059.1818008325,35665.08175667,30800.262123108,94462.224884034,50607.14357,85967.366912827,37305.442153921,10891.8608017009,34886.2722778459,67085.5443801955
"TAG(52:2)_FA 18:1","TAG",-0.572342789874893,9.38372829985121,4.6640850447925,0.0307998298137483,0.277755091754104,174341.630126854,195261.713378944,175103.852416955,134088.127838156,496971.369018549,228241.917663649,343249.886413578,164205.649475084,33111.742523186,169698.830940227,308167.205642715
"TAG(52:2)_FA 18:2","TAG",0.118210285551825,8.1719026080632,0.200186305318311,0.654570507750664,0.953304946665784,102546.10754395,91991.126403822,88728.84704586,87347.586669964,129152.75024415,99022.8071289,150548.350097614,44212.823516812,28097.901840201,92653.416915899,105734.182746869
"TAG(52:2)_FA 20:0","TAG",0.187366156105461,4.62571157533151,0.501864493106879,0.478682023747049,0.923578164314647,7937.7405395489,7751.9805870051,7959.5605277978,7649.2605552706,9972.640621187,8571.3406372085,8778.6205215515,5529.0803604142,4097.8202934259,7824.6355524056,8212.9205350903
"TAG(52:2)_FA 20:4","TAG",0.320318143746283,4.18052593209161,1.4637853567794,0.226328789986968,0.761380221596608,5574.2003974929,6899.4405212392,6201.760486602,4966.3203392036,5601.4604301453,5839.7804489148,6986.2005119281,4277.260326387,3473.7402458184,5910.43043613443,5676.1754293438
"TAG(52:3)_FA 16:0","TAG",-0.723474548332301,6.83121045212035,7.42138300273246,0.00644532559280432,0.0927755039656546,26169.641906741,29506.8219757058,28490.762100217,23082.7412948619,80195.8459244278,36918.8419189431,70164.265129181,30864.222274794,8273.4205093372,26812.4918193814,54535.7938118365
"TAG(52:3)_FA 16:1","TAG",-0.867431325303417,8.04639645299229,10.6235566815767,0.00111656082913786,0.0260379877254404,63646.043090882,67027.304992709,60267.885192841,44487.682388274,191865.072326659,83670.94502252,201489.457702573,61764.184051525,15772.541137699,58857.2289161765,134697.414775819
"TAG(52:3)_FA 18:0","TAG",-0.34105894220401,5.66844307450594,1.66176017089168,0.197365836619214,0.708529154481925,12192.721008298,14529.9412117007,14155.8409919817,13379.0809059171,21768.2814788765,19188.3415718137,22379.0017967132,18154.1615295494,6877.0804824795,13564.3960294744,20372.4465942382
"TAG(52:3)_FA 18:1","TAG",-0.74200202279714,7.84701290509503,7.80379711927571,0.00521365604482993,0.083030245735217,51533.803894058,65113.084106391,55022.665313751,45478.723281833,156106.510208125,85579.985900987,144882.371170057,60301.244903637,12465.300857545,54287.0691490083,111717.528045702
"TAG(52:3)_FA 18:2","TAG",-0.210234100046731,8.78964870875167,0.632836410772143,0.426316804702015,0.893867659919409,150980.791259844,135538.791442855,121561.768005271,111503.786621149,199082.811645554,137506.472839296,360963.327728823,71548.325088535,21016.121475216,129896.28433228,192275.234325552
"TAG(52:3)_FA 20:0","TAG",0.369604201096634,4.2298764457053,1.94772699883273,0.16283199894829,0.655267479638684,6116.6603507999,7365.0405807477,5763.4004020709,5572.3804054265,5322.0804100033,5994.7403793305,7165.7804183992,4497.1203269956,3646.8802795422,6204.37043476125,5744.93038368215
"TAG(52:3)_FA 20:4","TAG",0.197180098406889,5.15428432556144,0.556115100209183,0.455829776487087,0.916611316489401,12462.5010147065,10350.0206604066,12338.8609848074,11222.1208534252,13953.1610984825,11532.6608276329,18364.2611236558,6169.7203826898,4297.5602874767,11593.3758783364,12504.9508581153
"TAG(52:4)_FA 16:0","TAG",-0.591237376064165,6.36894963019964,4.97252381759063,0.0257530430474494,0.247130163089947,20135.741157529,20736.7014922981,21557.3818282966,19014.2615432712,51157.2823677015,25464.502044675,33464.0224685779,34782.542846682,7810.2605438233,20361.0215053487,36217.0874319091
"TAG(52:4)_FA 16:1","TAG",-0.631443427217116,6.82236709033976,5.66720431072398,0.0172849818679476,0.18615552414617,26665.3422164875,31631.981872553,27080.2820129345,24482.7217559799,72118.364204366,35623.862243652,70780.2453461468,31250.642364497,10342.6007385189,27465.0819644887,52443.2785396655
"TAG(52:4)_FA 18:0","TAG",-0.0407794082639366,4.61335457974831,0.0237867045133271,0.877428870134633,0.975614587570085,6823.0404891962,8257.0206565834,7105.4604988051,5661.7404136669,9549.1607055686,7520.5605239845,8580.8205146765,8089.4005699134,5494.7804183961,6961.8155145629,8434.98557853575
"TAG(52:4)_FA 18:1","TAG",-0.436287201312514,6.02152087457438,2.71582840459369,0.0993573777961171,0.548525086747309,14898.4610290502,18604.8214073095,16357.1212615931,17524.4414978028,36703.5625763097,24609.9617843529,27964.5221824635,19729.1611938463,7631.2205429094,16846.2112989389,27251.8019342431
"TAG(52:4)_FA 18:2","TAG",-0.181060710739863,7.3522943456312,0.469420721798087,0.493253784357167,0.923578164314647,55057.083786063,50871.482955992,43983.983261052,43367.263168333,70282.823882986,45098.063186631,142433.308746439,25468.4612274512,8867.220695493,48319.95329286,70820.6642608768
"TAG(52:4)_FA 20:0","TAG",0.240861309793164,3.93470302710086,0.828001679985,0.362851001233193,0.874698790412383,4599.3003273015,4494.2403144827,5490.5403976441,4877.3003082286,5201.2203788753,4994.700397491,5863.9204330457,3679.8002738937,2895.720180513,4865.34533691423,4934.91037082642
"TAG(52:4)_FA 20:4","TAG",-0.0153008960172879,7.85697179757447,0.00335476273562563,0.95381210231489,0.991567164698188,81721.86431884,70778.864501921,68046.26538082,66881.284362812,122097.046935998,74984.864440926,129570.767852898,35298.302307185,18272.841285707,71857.0696410982,90487.7453842518
"TAG(52:5)_FA 16:0","TAG",-0.225062191640665,5.1366425402511,0.724264399403048,0.394748661330637,0.893867659919409,9700.680648806,9406.8806419429,10065.0207176188,8850.540592188,18088.7612571729,11279.5009002703,13601.0208282378,10114.6807823105,6879.6805191017,9505.78065013892,13270.9909419979
"TAG(52:5)_FA 16:1","TAG",-0.625362978225782,6.38974168135996,5.55859321470575,0.0183901863527863,0.196643635500865,21715.9211044347,22902.901931759,19420.1812248238,17226.2612304672,49987.2031479234,27478.3221435522,38203.0021896876,33314.2023468187,8459.7205276495,20316.3163728712,37245.6824569955
"TAG(52:5)_FA 18:0","TAG",-0.122371633209104,4.90277788242747,0.214215897012082,0.643482905021096,0.953304946665784,7887.7005882268,7889.1606063866,9611.8805160483,7808.600582117,13192.1209564263,9095.8006057672,9747.7606582624,10374.8605155938,6439.0404891991,8299.33557319468,10602.6356840124
"TAG(52:5)_FA 18:1","TAG",-0.0844311182864273,4.77979372069287,0.101977906610358,0.749468856781635,0.955668550768405,7647.0205955507,7639.0805320835,8756.7405776953,6837.6605377181,11895.6007309009,8079.6406173681,10183.1807365424,8708.7605094921,5965.4604454036,7720.1255607619,9716.79564857588
"TAG(52:5)_FA 18:2","TAG",0.0474862253536411,5.56095571240686,0.0322867275809529,0.857399808090826,0.97384485031257,15692.5210418706,14513.3411178654,14293.7810821538,14206.3810424839,19499.1013450624,14937.4012069747,26959.1819763069,9109.0405807451,5402.5202865584,14676.5060710934,17626.1812772723
"TAG(52:5)_FA 20:0","TAG",-0.453299343058551,4.36627112569791,2.92654830620228,0.0871336026116243,0.515569182251389,4629.8003044149,5369.7804450992,5697.1404190052,5029.9403419516,5336.0603599554,5053.2603874201,24315.5414199799,3269.3202400199,3383.96022415,5181.66537761772,9493.54560184383
"TAG(52:5)_FA 20:4","TAG",-0.139028370958102,6.5723752254023,0.276792943765486,0.598810981001631,0.953304946665784,30771.102317848,27431.021816261,28638.8416900626,26856.681564329,42966.3817901289,30485.882141103,68272.9656218258,16588.9810409583,6045.7004394489,28424.4118471251,39578.552648504
"TAG(52:6)_FA 16:0","TAG",-0.177724041290467,5.24852151802434,0.451837786786662,0.501463508343724,0.923578164314647,10556.4807128879,10054.2406768783,10379.580734248,10016.900733942,15525.0809555055,12507.540939329,15491.341156001,11704.4408798161,8837.6205902099,10251.8007144891,13807.1009826629
"TAG(52:6)_FA 16:1","TAG",-0.31834207736673,5.38841823454629,1.44789106284691,0.228866650971482,0.764762001125689,10933.3808593674,11691.0609855608,10991.0806922891,10632.5007629375,20592.2213516246,15874.681148532,16596.2810249408,12515.3407516406,7215.4405059782,11062.0058250387,16394.6310691845
"TAG(52:6)_FA 18:0","TAG",-0.182762687660107,4.89479636454895,0.47763063288911,0.489497507184196,0.923578164314647,9120.6605682362,7369.9805488573,8315.5805282566,7039.5604743935,12094.5807685815,10287.6208114589,11266.620826716,9137.7207450856,7256.180488587,7961.4455299359,10696.6357879605
"TAG(52:6)_FA 18:1","TAG",-0.258872450981557,5.18331529862176,0.957930356035831,0.32770887450399,0.848795452738671,9078.8206100479,10184.7606658996,10711.9006080652,8723.6005630494,15171.7210693315,12292.3208656201,13642.1010017395,13339.5608634961,7202.940528868,9674.77061176553,13611.4259500468
"TAG(52:6)_FA 18:2","TAG",0.0684371586634793,4.71767695807875,0.0670049633603469,0.795748532204895,0.959935572743768,7871.860568999,8751.9006423941,7803.0205078117,7716.3406448313,10870.9807128892,9387.7606582589,11415.0007476783,5469.3204078714,4255.8603019712,8035.78059100902,9285.76563167445
"TAG(52:6)_FA 20:0","TAG",-0.454150662674065,5.12105611616792,2.94021415235056,0.0863992774433966,0.515569182251389,7198.2004928593,6363.5405044549,15415.3812217676,6875.0604629535,11732.900836944,9009.1007156403,40710.2639313122,4480.3203468324,3806.500305175,8963.04567050883,16483.1464576822
"TAG(52:6)_FA 20:4","TAG",0.0477957045077924,5.38340167922032,0.0327049087319438,0.85648925200506,0.97384485031257,14698.0611572226,11769.5608444185,12182.8407554603,13100.1609115565,17203.3813362131,12399.8408584605,24722.8217849744,8064.1804695126,5069.9803047212,12937.6559171645,15597.5561122902
"TAG(54:0)_FA 16:0","TAG",-0.175597024285479,5.45405879437177,0.44117771411203,0.506554570007003,0.923578164314647,11750.72088623,11927.6608314497,12233.0408172637,12483.5008010861,20326.2616500886,15345.3412246636,16143.441192625,13007.9010085987,8335.3404998822,12098.7308340074,16205.736268994
"TAG(54:0)_FA 16:1","TAG",-0.204171340372528,5.07622963993723,0.596111108648202,0.440065673007084,0.902237186124713,10108.1806793208,7680.5005455018,10706.8808212234,8107.4005622865,12176.2808723445,11536.180770873,12827.8809356786,12855.7810707118,6844.0204315187,9150.74065208312,12349.030912402
"TAG(54:0)_FA 18:0","TAG",-0.397436398054886,6.93499683756504,2.25585626102901,0.133109810863847,0.629161696511212,36863.082366946,29157.0219612026,31470.9824676452,27993.4617538386,64995.644317609,39428.822631838,55537.144561744,38349.142639154,21049.841400142,31371.1371374081,49577.6885375862
"TAG(54:0)_FA 18:1","TAG",-0.0720893144719432,5.27371709744215,0.0743823042624285,0.785059853931338,0.959935572743768,12334.5208587639,9888.280735014,11079.0008163464,9996.0807113637,14449.0610733045,12792.1209411629,13855.400947563,12486.56095886,9123.6205635049,10824.470780372,13395.7859802226
"TAG(54:0)_FA 18:2","TAG",0.479192435598642,4.51756292460389,3.26959522079646,0.0705750352936347,0.462580626927267,6870.5604972855,9214.80065918,8276.1205596933,7700.6606025699,7131.6405677798,7504.1005630479,9536.6406021143,3891.7802696213,3344.0402488716,8015.53557968218,7016.04050064082
"TAG(54:0)_FA 20:0","TAG",0.363190505994918,6.05229454588949,1.8841892533186,0.169858774710036,0.667397862837071,19725.241363524,21809.981597899,21260.881423947,22172.481582633,24782.061416622,22092.721679687,21342.0214309687,11147.7006645113,16607.2013931223,21242.1464920007,19841.1262979473
"TAG(54:0)_FA 20:4","TAG",0.335998974668796,4.30737625365725,1.61066389841981,0.204398503558419,0.718403094099844,5854.5804252634,7635.32054901,6426.2603988628,6230.4604301468,5151.1803626993,7531.5605468775,8342.9406623846,3962.8003158573,3496.5202598556,6536.65545082075,6247.12047195467
"TAG(54:1)_FA 16:0","TAG",-0.392744630424287,5.66676249697772,2.20192177260606,0.137838798978937,0.638838024989068,16907.1812820473,11884.2408752438,11729.1008110075,12626.220821378,28736.782188421,16571.881011967,21613.4614219794,16338.8612365802,7061.6405372612,13286.6859474191,20815.2464647369
"TAG(54:1)_FA 16:1","TAG",-0.194041911381623,5.67050117432656,0.538724999990905,0.462961608602518,0.921613734146235,15645.521087649,12582.4008254996,15555.501075743,10952.0608139034,21162.961502083,16129.641212458,20489.0015335084,16594.52111816,11635.8207778912,13683.8709506988,18594.0313415523
"TAG(54:1)_FA 18:0","TAG",-0.654812500768735,7.51555838296145,6.09179050791022,0.013581138974722,0.155198206451594,58883.464218116,45143.3033294404,42057.782920849,32295.9620971697,86995.905899068,58173.664901612,143860.250045795,59539.003936733,12311.1808433482,44595.1281413938,87142.206195802
"TAG(54:1)_FA 18:1","TAG",-0.415140020606906,7.47298445925336,2.46088813035431,0.116712773369358,0.59631065438201,51218.823669424,40519.662734958,46088.123229988,42041.163078286,95697.086608879,62545.664062507,76098.886291556,52669.823730464,32452.542266829,44966.943178164,71752.8651733515
"TAG(54:1)_FA 18:2","TAG",0.382537977205064,5.2224779950434,2.08865433970514,0.148396732683994,0.646339593323577,12843.800888063,13378.5608177195,11953.300819395,12411.960937501,11514.520927432,12299.94090271,15670.521163943,7532.1005325307,5835.0804138186,12646.9058656696,11754.2708816539
"TAG(54:1)_FA 20:0","TAG",0.331582506951447,6.31206004603445,1.57137868290897,0.210006908460205,0.7303958266171,25648.221786498,25721.562118532,25392.761795038,23535.0815658571,19776.0614318807,27232.361618031,36927.74329376,13713.8208961537,20611.561416636,25074.4068164813,24412.4968099563
"TAG(54:1)_FA 20:4","TAG",0.400355980432252,4.24418928940067,2.28440385727994,0.130680344758888,0.629161696511212,6699.4204864501,6788.8003959646,6241.7204284681,5795.4804573057,3972.5602798433,7445.7205352783,9063.8206100463,3148.8802413926,3365.3802337629,6381.35544204712,5907.74541664012
"TAG(54:2)_FA 16:0","TAG",-0.916735686460453,6.55663462920915,11.8415717180515,0.000579229156455029,0.0170020793571212,23381.761505128,21022.5215988196,19142.2415161182,18336.3611907886,74286.146896314,36715.683036848,45698.8825531052,29293.4215621871,5972.7004203789,20470.7214527136,46498.5335121136
"TAG(54:2)_FA 16:1","TAG",-0.419125964767294,5.63983271258539,2.50656139911132,0.113373068634686,0.58523959912457,14995.9609756472,12409.8008270303,12969.020854948,11219.3607482865,30229.2620849218,17443.401397693,21229.601669324,13909.32109069,6880.5604896523,12898.535851478,20702.8965606572
"TAG(54:2)_FA 18:0","TAG",-0.899501083393954,8.30303727705706,11.4113738545075,0.000729958312409464,0.019865697708139,85245.486724902,73256.724060023,61548.743820153,52789.603729296,189049.752136248,99515.727722111,283416.561462367,73741.164093056,29832.58232117,68210.1395835935,161430.801353446
"TAG(54:2)_FA 18:1","TAG",-0.81176803658657,7.96134383133327,9.32067654287653,0.00226582317292946,0.0440511336347454,72484.945617693,57714.143829343,50626.2836723435,47044.7033767413,177874.110626307,83667.76658635,160765.253265403,69691.284881619,14857.7009925806,56967.5191240302,122999.60383992
"TAG(54:2)_FA 18:2","TAG",0.298758718607616,7.14098925535485,1.27656131401477,0.258539381133711,0.793101339256486,53216.403930672,49411.70349123,43534.523559558,43435.703552232,47543.442703246,50459.263305651,68201.764831577,23068.501655574,17631.781379698,47399.583633423,47318.243124012
"TAG(54:2)_FA 20:0","TAG",0.374212802205149,5.0874073160704,1.99879323351902,0.15742449819794,0.646339593323577,12402.3810272156,11543.4608383261,12071.2607765189,10540.3205909714,6131.3403701781,12280.3407135086,18494.8617210298,7182.9206047117,4440.5602798446,11639.355808258,11022.3658523571
"TAG(54:2)_FA 20:4","TAG",0.389302746852805,4.48094970988517,2.16120126056092,0.141534004577161,0.643084304144253,7499.4405059806,8405.000564576,7131.0205307006,7256.4405784609,7065.0604629539,7406.7005424541,9345.2208099334,4257.4603462218,3517.5602569579,7572.97554492952,7018.6105403908
"TAG(54:3)_FA 16:0","TAG",-1.21636464438652,7.94814556094125,20.6012002315633,5.65606434168964e-06,0.000368136013891712,41953.5225219551,55122.40435786,43372.042789466,49107.8826866617,227874.495483399,91195.565170337,169949.209220847,57641.223449727,7344.1204605117,47388.9630889857,136665.123331077
