"lipid","type","logFC","logCPM","LR","PValue","FDR","SolventBlank","5A","5C","5D","5E","4A","4C","4D","4E","mean1","mean2"
"TAG(52:0)_FA 16:1","TAG",-0.284086714524253,5.88691176217409,0.79017514452778,0.37404717089903,0.999955892769757,40779.323333709,48278.863464363,56190.54406738,48299.383666965,74304.944946274,51234.143310566,60496.724060069,63064.043884276,48712.323547369,55876.80870057,56768.4340362455
"TAG(52:0)_FA 18:0","TAG",-0.255036852981262,10.0879829564508,0.637144949592766,0.424746547117799,0.999955892769757,682235.62548816,965133.6230468,1003586.4160157,926593.2265624,1438433.6562499,961533.2441408,1062296.0175781,1026488.7226561,972198.234375,1005629.0546875,1083436.7304687
"TAG(52:0)_FA 18:1","TAG",-0.276617811054299,7.12460147981919,0.749313423611738,0.386693692003805,0.999955892769757,93490.12707516,119452.06884769,123442.12817381,116641.84936523,179704.63330078,118064.44750976,144540.98974605,137586.26953124,125258.98950195,131362.67407225,134810.169921878
"TAG(52:0)_FA 18:2","TAG",-0.0278332165252004,4.52465715916761,0.00759479971508981,0.930553754297785,0.999955892769757,17867.401214595,21119.021408075,24007.361892693,18632.2614517129,22162.021591184,21487.241485598,21578.581542969,22915.121749863,20936.521698001,21729.3666191078,21480.1665859162
"TAG(52:0)_FA 20:0","TAG",-0.150191024237686,7.176878873209,0.221136745243996,0.638175137254478,0.999955892769757,111774.36828613,121857.64843748,152555.67114266,109764.90783691,167746.69189459,126862.1298828,142740.73046875,145245.38964847,120918.5073242,133941.689331055,137981.22982791
"TAG(52:0)_FA 20:4","TAG",0.00118674246262955,4.68342202744648,1.38079948328595e-05,0.997035138777613,0.999955892769757,16507.021179199,28811.962089536,24504.901519772,22519.54145813,21141.041580194,26017.221817019,24755.381530765,25314.802139265,23946.341522211,25008.436752315,24244.361661908
"TAG(52:1)_FA 16:0","TAG",-0.0154773016051797,9.59538788809688,0.00234954405004828,0.961340002792736,0.999955892769757,462923.43066401,799076.496094,733792.5097656,749012.2685546,635666.9013673,754571.1513671,779239.2138677,751244.7109377,769991.4941405,763761.64257825,729387.043945375
"TAG(52:1)_FA 16:1","TAG",-0.380518277406486,8.56156156406081,1.41607093897255,0.234051191338995,0.999955892769757,235958.87548827,299449.06201184,341954.34277343,309152.64501966,575854.56298824,323623.87939439,366338.93066405,357665.284668,326573.28466793,343550.344848592,381602.653198292
"TAG(52:1)_FA 18:0","TAG",-0.00198221216794883,10.9239914007022,3.85389885195764e-05,0.995046782165013,0.999955892769757,1187473.6093749,2041838.9765627,1898207.6601557,1809696.6523439,1648332.2265633,1871307.6445306,1950772.2070316,1839148.8125009,1912887.8515612,1893529.12890607,1849518.8789064
"TAG(52:1)_FA 18:1","TAG",-0.260423866017044,10.7509250611386,0.664311014166742,0.415042106085696,0.999955892769757,1119931.2041014,1500334.8828124,1564471.4687501,1453114.0624999,2218206.4023438,1507164.7890624,1732168.6914062,1660988.4375002,1550453.9257813,1612693.96093753,1684031.70410155
"TAG(52:1)_FA 18:2","TAG",-0.256546351821458,7.29896220597584,0.644661257189,0.422027911499521,0.999955892769757,132559.34924317,124527.4678955,135872.77001961,121020.06860352,225831.47460946,142386.16992191,147081.59057612,138193.40942383,131668.40966797,139832.394897458,151812.945282022
"TAG(52:1)_FA 20:4","TAG",-0.121069586678036,3.88335204226677,0.143623178771946,0.704705323376771,0.999955892769757,10720.9607620207,14625.1412048305,13124.5408325126,12284.4409561177,12978.1008682258,16708.581192016,13230.2410888645,15565.461151124,13056.561058041,14640.2111225114,13253.0559654217
"TAG(52:1)_FA20:0","TAG",-0.0175006909545359,5.83771512059773,0.00300348869814115,0.956294538919007,0.999955892769757,45944.443237302,55965.243774432,51383.22399899,48454.503601042,53425.224121104,55503.723815935,57149.88427735,51154.643310543,53963.083557117,54442.8337402363,52307.048873892
"TAG(52:2)_FA 16:0","TAG",0.0249433622793646,9.81233243748835,0.00610240067180712,0.93773429722089,0.999955892769757,478389.31298821,976246.8984369,930301.6816404,865109.3437495,712519.5175777,885044.1904298,910985.5488282,835314.8242193,902043.2031244,883346.941650425,871044.360351125
"TAG(52:2)_FA 16:1","TAG",0.000736384441361588,9.68361492021991,5.31877230969258e-06,0.998159883260797,0.999955892769757,497878.95361298,842674.5058601,804014.0126953,788496.6152345,694518.8671874,792413.3388667,795649.9970705,801158.2988282,822774.0195317,802998.913574275,782426.000244325
"TAG(52:2)_FA 18:0","TAG",0.00861869435789928,8.91101283081665,0.000728574079403188,0.978466025908188,0.999955892769757,253501.97900392,577594.33886715,466200.95263663,437554.06933596,393509.98583993,466690.91748034,480648.3754884,465209.51318342,471918.23144534,471116.759399375,468714.836669918
"TAG(52:2)_FA 18:1","TAG",0.0234205954015585,11.4610054246925,0.00538010474701878,0.941528243304357,0.999955892769757,1754423.4160155,2999991.1757814,2697949.835937,2691696.5390629,2419028.0703125,2733376.7343757,2738627.2187501,2614093.3398437,2777742.2226569,2715959.8789066,2702166.40527345
"TAG(52:2)_FA 18:2","TAG",-0.202394647726298,10.9024919935934,0.401458960870514,0.526336749075886,0.999955892769757,1621171.269531,1569652.9199216,1661729.7773439,1528606.9453131,2658130.6171876,1715277.9140629,1780293.1796878,1659284.9296872,1594733.0546872,1687397.26953128,1854530.06494155
"TAG(52:2)_FA 20:0","TAG",-0.0892585303361415,4.80518615576797,0.0781022026734063,0.779885912500042,0.999955892769757,20205.041473385,29026.102142326,25768.421813968,22454.12152099,28622.062026977,25872.621978754,28432.082061764,26817.901916513,24628.361877449,26437.74195862,26467.6768760652
"TAG(52:2)_FA 20:4","TAG",-0.0994312914642817,4.16937755667278,0.0968937453037242,0.755589593335845,0.999955892769757,14234.901138304,14624.300941477,18314.781356813,14193.881103514,16171.061088558,16551.321266169,18129.261375436,19090.8012847965,17834.461105354,17901.4612579389,15826.0061225905
"TAG(52:3)_FA 16:0","TAG",0.0549781067837618,7.67621463688539,0.0296436464069529,0.863301285241794,0.999955892769757,102373.50732423,255022.4158936,205594.97680668,187463.63305657,155790.79125967,202963.97167981,210872.91552729,185414.89208984,201050.27429203,200075.513397242,200967.95425413
"TAG(52:3)_FA 16:1","TAG",0.0146735486255627,9.89979434677299,0.00211185887746979,0.963346144081512,0.999955892769757,525632.03613259,1029784.7167969,955510.9892583,940913.1337892,753024.3720702,941678.9873052,981682.7919928,907821.2060544,924349.713867,938883.17480485,919808.30297865
"TAG(52:3)_FA 18:0","TAG",-0.0107013440715258,8.1267385499986,0.00112320895277662,0.973264454774537,0.999955892769757,40169.722656215,397213.583618126,311556.27133226,281896.522766115,201637.533935339,319046.118163533,292342.395447349,248495.819702151,262254.534118664,280534.716857924,298075.97791296
"TAG(52:3)_FA 18:1","TAG",0.0322537951157414,9.40600980078904,0.010203450555494,0.91954083049915,0.999955892769757,367724.42480495,795987.87402389,665283.8476561,640754.94238245,573517.41601602,661661.857422,657089.50976566,636719.3105467,651986.6249996,651864.32568349,668886.020019615
"TAG(52:3)_FA 18:2","TAG",0.0506953256936106,11.6293870342452,0.0252065493223199,0.873853468892596,0.999955892769757,2583623.033203,3141155.1796877,2941835.4570312,2779072.8593744,2841820.5742185,3127752.109375,2976652.558594,2798255.7773439,2992957.7617183,2973904.5517578,2925971.01757795
"TAG(52:3)_FA 20:0","TAG",-0.0160697299572577,4.01777502988884,0.00253118677599673,0.959874636899046,0.999955892769757,13086.300964356,14844.5210761947,15292.321136476,14137.260955811,12472.70092773,15894.621131899,15602.3411903428,17867.061279299,14932.30112457,16074.0811815277,14186.7010240529
"TAG(52:3)_FA 20:4","TAG",0.0196014801508311,6.42525569214245,0.00376808812279705,0.951052793363542,0.999955892769757,70424.265197759,83377.965820255,81683.8260497899,75082.74572754,91622.66638181,77675.865539556,77328.02514646,78500.08532718,74355.32507324,76964.825271609,82941.8009948487
"TAG(52:4)_FA 16:0","TAG",0.0323156998483496,7.19322041472468,0.0102420744915435,0.9193892082937,0.999955892769757,37042.622375483,202773.955566447,159784.107727026,148528.731018013,107697.187500096,157533.690368542,149818.893554634,136684.410644451,129489.370605419,143381.591293262,154695.995452895
"TAG(52:4)_FA 16:1","TAG",0.0625338152654429,7.73299271681991,0.0383508674017321,0.844740273319673,0.999955892769757,109258.1279297,256415.13525389,222631.93481443,197944.67431634,165917.65185546,203802.074707,214577.17333991,202759.07421866,201802.07495122,205735.099304198,210727.34906003
"TAG(52:4)_FA 18:0","TAG",-0.0359009474364198,5.80026115645728,0.0126391659237015,0.910487190923863,0.999955892769757,15096.521118163,71707.645233114,60734.2233505779,54303.144103951,41319.302780094,59765.103836163,56963.184417737,55222.3838959,52957.763290299,56227.1088600247,57016.0788669342
"TAG(52:4)_FA 18:1","TAG",0.0223665820251383,8.50117865755141,0.00490663366008448,0.944155958576877,0.999955892769757,48188.463378913,505284.95092727,415134.502258305,394249.809447714,256017.65936277,394922.231018048,356464.261108369,364365.2869873,319513.603454615,358816.345642083,392671.730499015
"TAG(52:4)_FA 18:2","TAG",0.0626479998187554,9.62626574715245,0.0384924619647791,0.844457573464918,0.999955892769757,591310.34277345,856782.9228507,739187.5087889,681856.2705078,710421.0039063,783630.4873045,736060.4072264,676578.2666016,766031.4707031,740575.1579589,747061.926513425
"TAG(52:4)_FA 20:0","TAG",-0.125264732235344,3.73907218198417,0.15373332070655,0.694992891306597,0.999955892769757,10779.260665892,11723.020927426,11856.320922854,11219.540802007,12791.9408874481,13871.640884404,12932.0009231638,13356.020858758,11902.8607635481,13015.6308574685,11897.7058849338
"TAG(52:4)_FA 20:4","TAG",-0.0761081339146062,9.95932215597094,0.0568078628116382,0.811614296620733,0.999955892769757,738161.12890635,962020.7763675,929313.8906249,847767.7978514,1111062.2919922,920450.1660156,957624.9863281,888100.5078126,888762.9208987,913734.64526375,962541.189209
"TAG(52:5)_FA 16:0","TAG",-0.0348898556222656,5.77038595334271,0.0119372302820437,0.9129981496465,0.999955892769757,21075.801651004,58626.364730812,62951.52465823,54154.863418525,46396.92317197,50848.564178408,56087.904144309,55700.564651482,51518.023681654,53538.7641639632,55532.4189948842
"TAG(52:5)_FA 16:1","TAG",-0.00343339484388596,7.29372212475174,0.000115616356652026,0.991420907849039,0.999955892769757,40570.542602547,210993.197448723,175745.833618247,151843.512512186,122423.030456581,161108.070007308,156222.51190186,157647.011169477,141913.771850614,154222.841232315,165251.393508934
"TAG(52:5)_FA 18:0","TAG",0.0283421118287236,4.85301735184784,0.00787581612348731,0.929283936974323,0.999955892769757,15527.061210634,27847.322067256,31852.182312012,29788.981460577,25173.322036744,25238.90195465,26751.5819396918,30568.802536012,28228.741943353,27697.0070934267,28665.4519691472
"TAG(52:5)_FA 18:1","TAG",0.0450198970335144,6.05508506149076,0.0198757250811923,0.887884720456803,0.999955892769757,15239.121017461,87271.967651341,76257.725479168,70001.805206389,49307.263915996,65991.665832495,64478.045135481,68088.883758523,62468.305114784,65256.7249603208,70709.6905632235
"TAG(52:5)_FA 18:2","TAG",-0.133725026833018,8.51902620631435,0.175330961273175,0.675416829741973,0.999955892769757,72287.94445798,508135.99652154,390990.92260689,311140.76062012,341680.1043701,396754.75793454,373176.87866259,327968.664916922,362599.65979007,365124.990326031,387986.946029663
"TAG(52:5)_FA 20:0","TAG",0.0758371300398807,3.68076156622299,0.0563576261021055,0.812348342270524,0.999955892769757,12134.3808631884,11136.5007858251,12932.6410369943,11382.3608703626,11379.3407478322,11420.5607986423,12829.520839692,12699.700981141,9885.9207077013,11708.9258317941,11707.7108602535
"TAG(52:5)_FA 20:4","TAG",0.0264343348987547,8.73135200365457,0.00685363421052898,0.934021161428248,0.999955892769757,304754.48242186,452442.93066382,394320.37109372,371105.32763682,386741.82617197,426249.02978536,401951.2875976,364938.76464838,418413.58740224,402888.167358395,401152.613891582
"TAG(52:6)_FA 16:0","TAG",-0.0499473781385249,6.77492129708124,0.0244659696963936,0.875705114531156,0.999955892769757,33962.122467038,133673.770324811,117380.667175278,108310.190795976,89813.266235315,115802.986236561,115879.347961362,98911.925842394,104712.407318181,108826.666839624,112294.473632845
"TAG(52:6)_FA 16:1","TAG",-0.0483440297543028,6.04241691420007,0.0229190450618262,0.879667783106351,0.999955892769757,25121.9017334,79889.666229263,70548.925109892,62914.825103821,50147.662597671,68273.344963059,70438.724639911,67156.664703337,57825.663574306,65923.5994701532,65875.2697601618
"TAG(52:6)_FA 18:0","TAG",-0.0461894793613229,5.51595155561374,0.020920201620072,0.884996554982852,0.999955892769757,34028.602600089,41112.142730708,46552.483093252,39638.122863765,42784.263122557,41019.063171387,47589.323486334,45146.503112789,41742.943054209,43874.4582061797,42521.7529525705
"TAG(52:6)_FA 18:1","TAG",-0.0739478257302019,5.33674604515107,0.0536152566955934,0.816887790814048,0.999955892769757,20621.881500246,40843.642639137,40646.282897946,40256.822448728,33882.882598866,38774.382507318,37482.04211426,46764.38317874,37956.502563486,40244.327590951,38907.4076461693
"TAG(52:6)_FA 18:2","TAG",-0.0327982873146467,6.41444980177813,0.0105496950491215,0.918191780810471,0.999955892769757,25752.761749281,111628.629119898,93009.747406014,80036.387695292,79920.085815449,89488.885681182,78444.524108796,78870.844970747,77803.726531926,81151.9953231628,91148.7125091632
"TAG(52:6)_FA 20:0","TAG",-0.0397517572303807,4.51465588914627,0.0154916005591303,0.900946906191121,0.999955892769757,16920.041168214,18231.901245119,25665.461776724,20987.4013519366,21732.061355587,20826.921295169,22463.06175233,23870.2214508,19052.341247558,21553.1364364643,21654.2064323416
"TAG(52:6)_FA 20:4","TAG",0.00635148194154124,6.8213211567626,0.000395647736013416,0.984130407803157,0.999955892769757,85648.70568847,109740.08764649,100935.16687013,101347.30651856,102742.92700195,106843.00695799,105955.08825683,104731.3071289,117954.54870608,108870.98776245,103691.372009282
"TAG(54:0)_FA 16:0","TAG",-0.145926193401455,6.02640545038903,0.208742172220752,0.647755067737741,0.999955892769757,47483.083251955,56543.944396975,61215.064086921,56242.00408937,71007.94519042,57886.744201656,63712.484191867,67036.304626461,59292.683898894,61982.0542297195,61252.2394409215
"TAG(54:0)_FA 16:1","TAG",-0.111115712812572,4.80263723299879,0.121024595939588,0.727925878588646,0.999955892769757,21748.841583256,22274.481536866,26598.602203374,24161.761688232,27738.141815192,23269.841735839,30754.782165525,27250.882049561,27475.201721187,27187.676918028,25193.246810916
"TAG(54:0)_FA 18:0","TAG",-0.386987913193159,9.04677104519552,1.46450021085911,0.226215445293304,0.999955892769757,331819.68652344,417373.40722649,465529.04980461,435812.34960958,806799.50097625,420551.79101568,551140.75878921,494153.91601592,468224.6708985,483517.784179827,531378.576904232
"TAG(54:0)_FA 18:1","TAG",-0.332496247349422,6.17548769597833,1.08180891391021,0.298293241817743,0.999955892769757,46070.92333987,58803.044250475,67152.50463866,59412.024475093,102973.60729974,62290.404113777,70044.044921872,71273.50524902,62138.68420408,66436.6596221872,72085.295165992
"TAG(54:0)_FA 18:2","TAG",0.064152960661861,4.57671820246617,0.0403462126697605,0.840805178298136,0.999955892769757,21236.241271978,23127.301544191,24071.041610704,19376.181335445,23331.681564328,22494.561767583,22186.741363516,21369.541450498,19770.021423335,21455.216501233,22476.551513667
"TAG(54:0)_FA 20:0","TAG",-0.421247948623747,7.76859822637424,1.73427703980542,0.187865600428133,0.999955892769757,179866.19311522,156999.93115238,183786.01269532,154015.15063476,411541.46826223,174504.63159181,188164.57324208,184686.9941407,163698.17163087,177763.592651365,226585.640686172
"TAG(54:0)_FA 20:4","TAG",-0.0115529219147173,4.87873827792191,0.00130865814207937,0.97114251678683,0.999955892769757,17346.041229246,31907.702056883,30576.822143545,27425.8218460088,25617.281845079,33109.24253845,27967.741897577,26512.561874391,24300.701431266,27972.561935421,28881.906972879
"TAG(54:1)_FA 16:0","TAG",0.0523133705619408,6.4035591677814,0.0268378096607762,0.869870882970532,0.999955892769757,62936.72497561,81866.94531249,83430.92578124,79050.44592286,73527.58581543,74867.50561524,83275.62609861,82433.48632813,80389.185302729,80241.4508361772,79468.975708005
"TAG(54:1)_FA 16:1","TAG",-0.174630704906079,6.34528834155314,0.298895394181727,0.584575739430978,0.999955892769757,56024.80419923,71034.84509275,81938.72570803,64143.76477048,86360.44580075,73165.56530759,80536.52587889,85532.50634767,76686.12548827,78980.180755605,75869.4453430025
"TAG(54:1)_FA 18:0","TAG",0.00924879352860824,10.4866523421992,0.000839010906929616,0.976891958515191,0.999955892769757,968529.89062509,1395298.5527351,1379516.3964844,1372564.2382805,1232926.4941407,1322878.09375,1484313.5566415,1332642.6171875,1424942.7402345,1391194.25195338,1345076.42041017
"TAG(54:1)_FA 18:1","TAG",-0.358328030940185,9.72742526421954,1.25615777875282,0.262379625616148,0.999955892769757,531819.91699218,681047.7460937,771487.3339844,695632.0175779,1255074.6982421,682413.5634764,861153.0634759,816341.8339843,745824.3769528,776433.20947235,850810.448974525
"TAG(54:1)_FA 18:2","TAG",-0.322981155412046,6.68807006552785,1.02095101295754,0.312293532384611,0.999955892769757,81930.40576174,82054.326293946,87616.80651856,77899.34582519,156644.39172354,87724.28625488,101196.72753906,92352.04614261,84506.44555666,91444.8763733025,101053.717590309
"TAG(54:1)_FA 20:0","TAG",0.0799193598791533,8.28669738290036,0.0626375410325011,0.802374741923676,0.999955892769757,264260.73950198,303993.61962907,293989.90136724,279183.01953123,279155.44042967,287517.90039048,298805.71972667,284632.13867193,288286.00048826,289810.439819335,289080.495239303
"TAG(54:1)_FA 20:4","TAG",-0.00880785174968316,4.50149372421937,0.000760562654591013,0.977998488830592,0.999955892769757,13996.4410553,24878.7016830373,24420.4615478612,18949.721496582,20531.721511849,22830.061584468,23005.881500243,20415.94151306,19455.461364738,21426.8364906272,22195.1515598324
"TAG(54:2)_FA 16:0","TAG",0.0166521618233038,6.41864012988503,0.00271947800843009,0.958410276758261,0.999955892769757,42266.103027344,89575.846862733,96598.187011715,84098.206054662,65332.605041487,82491.08532725,92697.666442895,82110.265930269,79731.426330501,84257.6110077287,83901.2112426493
"TAG(54:2)_FA 16:1","TAG",0.0307420783046633,6.46091282759236,0.00926841680187351,0.923304058442737,0.999955892769757,63790.70410156,84107.76538081,85910.26562501,81858.90624998,74536.62512207,80449.20532224,89937.8260498,82479.26586914,87530.906494152,85099.300933833,81603.3905944675
"TAG(54:2)_FA 18:0","TAG",-0.00694567019273174,10.8742275844821,0.000473180905828485,0.98264520778831,0.999955892769757,1215221.8847656,1852455.5976567,1805999.2890622,1791214.4843749,1599728.621094,1781609.7929684,1933729.0429687,1751851.3320298,1864663.9218757,1832963.52246065,1762349.49804695
"TAG(54:2)_FA 18:1","TAG",-0.0244443555696665,10.8267221393032,0.00586071687393996,0.938977304823922,0.999955892769757,1218593.65771497,1731795.9648436,1747527.41797,1712055.0351576,1570824.7070313,1709745.3398436,1884041.2421873,1725743.8554684,1784461.2226563,1775997.9150389,1690550.78125062
"TAG(54:2)_FA 18:2","TAG",-0.390378553003762,9.88490774827205,1.4902110293333,0.222183720341244,0.999955892769757,811894.99951157,697849.0429686,783834.0732422,659963.0283203,1671630.7880859,786303.9589844,864023.9833989,800261.5244141,714003.0869138,791148.1384278,953319.23315425
"TAG(54:2)_FA 20:0","TAG",0.0272040971882412,6.35387520262782,0.00725781370673739,0.932108112044622,0.999955892769757,62049.764099113,83119.34655755,78049.50561522,71917.225097655,74132.60559081,81511.80603029,79788.905883759,71321.925292968,75310.705139168,76983.3355865463,76804.6707153087
"TAG(54:2)_FA 20:4","TAG",0.0305991849693951,4.20677237082155,0.00917820027676797,0.923677094904408,0.999955892769757,13411.860870359,17828.761215214,19854.261505122,15816.98120117,16967.721389757,16345.940994266,17933.0813674963,17946.161323545,17124.021301265,17337.3012466431,17616.9313278157
"TAG(54:3)_FA 16:0","TAG",0.0105520992024996,6.45700346627807,0.00109200485383099,0.973638306295587,0.999955892769757,27555.842071527,103792.487548822,98328.127166793,90006.226837142,59860.104553245,89547.226867673,95410.207244915,83472.786621097,89449.1255797749,89469.836578365,87996.7365265005
"TAG(54:3)_FA 16:1","TAG",0.0110518900278001,6.43312577659653,0.00119789558448247,0.972390226499544,0.999955892769757,41814.78277588,93884.847412153,94512.086608863,82940.706481943,65360.16387939,84522.26599123,89788.046569857,84743.765686071,84436.465087869,85872.6358337568,84174.4510955873
"TAG(54:3)_FA 18:0","TAG",-0.0611843832698397,8.61062053267483,0.0367145297518618,0.848047427407367,0.999955892769757,211236.85693361,421628.63574211,384003.88867185,360566.36328119,317379.28271492,393729.52929673,431304.73242188,365198.30273431,374531.46679681,391191.007812432,370894.542602518
"TAG(54:3)_FA 18:1","TAG",-0.00158298687686513,11.177416836619,2.45790943154134e-05,0.99604431937234,0.999955892769757,1528327.0625,2316570.3085937,2227785.5703124,2175137.1796874,1985269.2460942,2251894.1757817,2356337.0312497,2120182.7695313,2273109.1992182,2250380.79394522,2176190.57617192
"TAG(54:3)_FA 18:2","TAG",0.0483917123213606,10.9339949587142,0.022967863500071,0.879540672292306,0.999955892769757,1731207.34277349,1778259.4453121,1809292.9257811,1737006.5546875,1751249.5468749,1898854.2031248,1885140.4414064,1749420.5820314,1803389.3671871,1834201.14843743,1768952.1181639
"TAG(54:3)_FA 20:0","TAG",-0.0579244781739606,5.35214083619211,0.0328989754062885,0.856068729846368,0.999955892769757,19208.481323243,48206.124038694,43898.442947359,34955.162536615,37724.922882084,40406.042846679,41182.102905276,39127.662658693,36532.522308334,39312.0826797455,41196.163101188
"TAG(54:3)_FA 20:4","TAG",-0.258496924097422,6.56123425853658,0.654458563103617,0.418523122761473,0.999955892769757,75817.4453125,79124.645568841,81013.92553709,74464.22460937,140049.78979493,83847.76672363,87106.82580565,83061.56591797,75183.68554688,82299.9609985325,93663.1463775577
"TAG(54:4)_FA 16:0","TAG",0.0455507112356036,6.79007865146321,0.0203484766961992,0.886568117940036,0.999955892769757,25198.801910406,128731.90554811,150986.873046982,111142.389282234,73783.024963346,109421.306976405,119652.988220233,110691.98843389,103313.586669926,110769.967575113,116161.048210168
"TAG(54:4)_FA 16:1","TAG",0.0377526081074061,6.467075797787,0.0139775221143736,0.905888136903575,0.999955892769757,31633.202178949,99443.706817633,99741.747100735,96189.327026431,55799.783355689,89493.385986242,100690.829528791,84815.067352269,84295.647827063,89823.7326735913,87793.641075122
"TAG(54:4)_FA 18:0","TAG",-0.0321252278322572,8.02805950983276,0.0101220175747585,0.919861456829659,0.999955892769757,68046.30517575,335410.78588817,288922.78369143,259149.38146977,199093.69555658,289809.08288576,265703.01892093,246541.61950677,239921.95422364,260493.918884275,270644.161651488
"TAG(54:4)_FA 18:1","TAG",0.00537961987211958,9.02449621521069,0.000283854333019917,0.986557895111868,0.999955892769757,276519.69921885,606075.33447273,510127.2099608,484670.87109373,418907.68652333,519462.40917969,538906.03808595,481992.5820312,504410.91210933,511192.985351542,504945.275512648
"TAG(54:4)_FA 18:2","TAG",0.125589636228486,11.3587477560785,0.154657190374564,0.694123925403016,0.999955892769757,2498963.1728516,2549517.4296877,2393408.6679692,2258228.4335934,2274454.6171872,2607782.5585938,2416769.7695319,2213903.0937505,2407269.4101565,2411431.20800817,2368902.28710938
"TAG(54:4)_FA 20:0","TAG",0.0434364753059373,4.31708411395036,0.018495242313719,0.891823483124102,0.999955892769757,12417.7608947753,22582.781448368,21235.3815612815,17237.0411834782,17189.301300048,18427.121383658,20688.141662595,18599.9412803647,17511.1412277189,18806.5863885841,19561.1263732939
"TAG(54:4)_FA 20:4","TAG",-0.244917175278013,10.1218127001591,0.587644690102024,0.443331350421225,0.999955892769757,890742.12402372,927292.4472655,987562.6738282,861818.0371094,1675796.513672,980427.0273438,1000761.8125003,948329.0449221,926044.2695313,963890.538574375,1113117.41796877
"TAG(54:5)_FA 16:0","TAG",-0.000571313595752622,5.1787016872456,3.20053823088529e-06,0.998572581439705,0.999955892769757,18741.701446528,36490.842468266,41120.082733154,34964.702819827,29479.462158198,31798.262054445,38127.943054203,38002.84295654,33863.162307745,35448.0525932333,35513.7725448612
"TAG(54:5)_FA 16:1","TAG",0.138225791734927,6.81735507696008,0.18731503293202,0.665160750767726,0.999955892769757,27795.421936036,146158.273559527,146568.689727865,117774.588165318,71079.205413798,113264.907135078,118879.449035689,106158.866638146,101620.685333244,109980.977035539,120395.189216627
"TAG(54:5)_FA 18:0","TAG",-0.039442834312119,6.55740681452548,0.01525719463325,0.901695324283817,0.999955892769757,19387.061508178,121882.086822606,107097.450225769,93217.325714119,65826.684356651,104203.427978558,96454.387359622,93800.586120622,90860.345855639,96329.6868286103,97005.8867797862
"TAG(54:5)_FA 18:1","TAG",-0.0431622815202219,8.43527221336444,0.0182717634233995,0.892475025312125,0.999955892769757,86795.36572267,453254.19042963,374943.32678224,329720.4161377,240582.7164306,389789.10546875,366225.76501515,323802.07739249,343990.0472412,355951.748779398,349625.162445043
"TAG(54:5)_FA 18:2","TAG",0.282117766901614,9.29518466137027,0.779406390618533,0.377322748123645,0.999955892769757,669573.22705103,716366.6484369,539285.23535143,515972.31640623,500958.93847656,625288.54199202,546381.91748058,483948.95458992,554114.2656248,552433.41992183,568145.78466778
"TAG(54:5)_FA 20:0","TAG",0.0254890239666957,4.45450916630421,0.00636923011009571,0.936390393828685,0.999955892769757,15914.461074827,20651.441406243,22229.641540536,20450.541259758,19899.121376039,20405.421356195,20129.741500856,21878.081558225,20225.2412414471,20659.6214141808,20807.686395644
"TAG(54:5)_FA 20:4","TAG",0.0666213048219515,10.9508371286023,0.0435298017691821,0.834730868454354,0.999955892769757,1560181.7490231,2013775.5664066,1866107.2499998,1763762.0859373,1781435.3164061,1942753.6835939,1870604.4765623,1700998.5429692,1870191.3046881,1846137.00195338,1856270.05468745
"TAG(54:6)_FA 16:0","TAG",-0.108897379749961,5.46811737178241,0.116259041506055,0.733127821649236,0.999955892769757,29719.802185067,39630.802581802,41469.802856451,42384.782897939,41871.783111577,45119.522918692,45849.862853998,41714.342926016,39729.842468268,43103.3927917435,41339.2928619423
"TAG(54:6)_FA 16:1","TAG",0.00718043553928926,5.17424483227999,0.000505560634991298,0.982061336043309,0.999955892769757,19748.641296383,37379.02334594,40935.463150015,33547.562210064,27993.942321774,33441.962493908,37949.982818602,37788.322769158,32682.901855462,35465.7924842825,34963.9977569483
"TAG(54:6)_FA 18:0","TAG",-0.0701295740375029,7.14697167791626,0.0482312371883609,0.826170141227279,0.999955892769757,25840.121887205,189822.072875927,159965.934738186,136623.45028684,115439.969360279,151588.368560847,140033.988586313,143418.008117667,130484.027648875,141381.098228425,150462.856815308
"TAG(54:6)_FA 18:1","TAG",-0.0345328743319362,6.89585013573714,0.0116954543691463,0.913880256926899,0.999955892769757,23708.821807855,152251.891754099,141190.731018058,112488.348510664,88075.827026344,125483.850463892,123489.02957146,113828.930496187,122207.38964842,121252.30004499,123501.699577291
"TAG(54:6)_FA 18:2","TAG",0.151138283136198,8.66766709476492,0.223944449669943,0.636050742270187,0.999955892769757,297096.34179701,528895.91015633,375804.34545906,337398.06188968,334040.83227536,438764.51293941,356154.92504883,333298.98278805,364599.06396478,373204.371185268,394034.787445107
"TAG(54:6)_FA 20:0","TAG",-0.0820961804152035,4.34657969080771,0.0660626507492736,0.797158272444737,0.999955892769757,15553.921043398,17043.7812423743,19597.601287839,18366.001327516,19128.921234132,19188.621276856,18995.141189577,22009.701675418,18675.681335447,19717.2863693245,18534.0762729653
"TAG(54:6)_FA 20:4","TAG",0.0675028513233363,8.85387945839895,0.0446884996413246,0.832577851775198,0.999955892769757,323208.68359394,530356.0380859,431598.25390624,403225.76660157,416465.50781259,456129.55029291,441118.35253916,386338.3530274,446325.79443358,432478.012573263,445411.391601575
